run,suite,variant,cfg_model,cfg_n_factors,cfg_lookback,cfg_objective,cfg_gamma,cfg_turnover_bps,cfg_short_bps,cfg_protocol,cfg_train_window,cfg_test_start,cfg_retrain_every,cfg_epochs,cfg_batch_dates,cfg_learning_rate,cfg_dropout,cfg_features,cfg_attention_heads,cfg_transformer_ff,cfg_seed,cfg_device,cfg_neutralize,cfg_cost_weight,observations,start_date,end_date,sharpe,mean_return,volatility,sortino,calmar,cagr,total_return,max_drawdown,max_drawdown_duration_days,hit_rate,positive_month_fraction,skewness,excess_kurtosis,var_95,cvar_95,hac_t_stat,hac_p_value,turnover,short_fraction,net_exposure,effective_positions,active_days_fraction,break_even_cost_bps,net_sharpe,net_mean_return,net_volatility,runtime_seconds,cfg_kind,cfg_members,cfg_smoothing_days,cfg_dataset,cfg_factor_model,cfg_max_blocks
ensemble__full_paper-pca5_b5__ens,ensemble,full_paper-pca5_b5,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,False,1.0,3499,2003-02-10,2016-12-30,1.9308492163812456,0.041091847752025824,0.02128174867483399,3.1219933295216817,1.1910952713900775,0.041708569145678887,0.763620296382548,-0.035016988269126914,399,0.5564446984852816,0.7305389221556886,0.5271013669602614,5.666795618053889,0.001913125862752667,0.0027091888344878087,6.2709194527325645,3.5892226634736244e-10,0.41038360823779835,0.4738479423361547,0.052304115327690616,300.73156679231454,1.0,3.973425951515514,-1.0616864201827365,-0.02257868728927029,0.021266813684387213,0.0,ensemble,"['full_paper__pca5__s0', 'full_paper__pca5__s1']",5.0,full,pca,0.0
ensemble__full_recipe-ff5_cw0.25_b10__ens,ensemble,full_recipe-ff5_cw0.25_b10,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.25,3499,2003-02-10,2016-12-30,0.6165774392731519,0.01696397873767488,0.027513135669823975,0.92419667533038,0.23256304582873888,0.01672346662326918,0.2589571985068222,-0.07190938940309743,1545,0.5144326950557302,0.5808383233532934,0.46051435403207586,4.925105959327334,0.0026810453640927923,0.003719237538804636,2.268036986664545,0.023326952438177274,0.26603345143182866,0.5,3.698495893337234e-19,309.50235279970457,1.0,2.5304102014556027,-1.0606608391589234,-0.02918266649001178,0.027513664512355224,0.0,ensemble,"['full_recipe__ff5_cw0.25__s0', 'full_recipe__ff5_cw0.25__s1', 'full_recipe__ff5_cw0.25__s2']",10.0,full,ff5,0.0
ensemble__full_recipe-ff5_cw0.25_b1__ens,ensemble,full_recipe-ff5_cw0.25_b1,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.25,3499,2003-02-10,2016-12-30,1.9901538919208301,0.05450742078240355,0.02738854568165822,3.220837315814212,1.9152526554511196,0.05561853258071392,1.120278525249811,-0.029039788783174147,254,0.5510145755930266,0.7125748502994012,0.6148715768840534,7.293535071883699,0.0023239698905000218,0.003486158025448191,6.836926186759307,8.091040229237777e-12,0.8741273631196318,0.5,5.043290814339546e-19,301.2917648338778,1.0,2.474459649073579,-2.4902551035063203,-0.06823715968065776,0.027401674464828402,0.0,ensemble,"['full_recipe__ff5_cw0.25__s0', 'full_recipe__ff5_cw0.25__s1', 'full_recipe__ff5_cw0.25__s2']",1.0,full,ff5,0.0
ensemble__full_recipe-ff5_cw0.25_b20__ens,ensemble,full_recipe-ff5_cw0.25_b20,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.25,3499,2003-02-10,2016-12-30,0.26676460196000995,0.00741230159425106,0.027785926392746144,0.3894355991494639,0.07745144845262314,0.00705103341130342,0.10247703088961901,-0.09103810906282173,1732,0.49928551014575595,0.562874251497006,0.24106814859201836,3.551162878725071,0.002719909884646629,0.0038480088099334176,0.9930429903366974,0.32068900448480675,0.1876846513869414,0.5,-1.0188215899206455e-18,311.28183728312075,1.0,1.5671976902704001,-1.038835815428595,-0.028865216190685102,0.027786119579229284,0.0,ensemble,"['full_recipe__ff5_cw0.25__s0', 'full_recipe__ff5_cw0.25__s1', 'full_recipe__ff5_cw0.25__s2']",20.0,full,ff5,0.0
ensemble__full_recipe-ff5_cw0.25_b3__ens,ensemble,full_recipe-ff5_cw0.25_b3,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.25,3499,2003-02-10,2016-12-30,1.591837585594786,0.04345128423934582,0.027296304995280258,2.5409103246327094,1.1153085229830968,0.04401667641566154,0.8186589409141649,-0.039465919526850635,255,0.5395827379251215,0.6826347305389222,0.8133173659049147,9.886573526190954,0.002433541581163179,0.003514232924137252,5.505738575788531,3.6762372653123185e-08,0.5136086705561763,0.5,-4.607007116465984e-19,307.7354559638773,1.0,3.3571421393996106,-1.2416648261005028,-0.03388092334290443,0.027286690120158115,0.0,ensemble,"['full_recipe__ff5_cw0.25__s0', 'full_recipe__ff5_cw0.25__s1', 'full_recipe__ff5_cw0.25__s2']",3.0,full,ff5,0.0
ensemble__full_recipe-ff5_cw0.25_b5__ens,ensemble,full_recipe-ff5_cw0.25_b5,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.25,3499,2003-02-10,2016-12-30,1.3339283861767892,0.036278635990216086,0.027196839325231946,2.1023279231413907,0.8562028880782661,0.03655902095484298,0.6463491590017438,-0.042699016160642866,606,0.5412975135753072,0.6646706586826348,0.7157427107216668,7.283319948265682,0.0025176669553417467,0.0035045574648269805,4.72477412655895,2.3037126741021717e-06,0.3863709038600143,0.5,6.55664989133846e-20,309.136159175984,1.0,3.7260269806231388,-0.920471479732535,-0.025026194857024158,0.027188452231345746,0.0,ensemble,"['full_recipe__ff5_cw0.25__s0', 'full_recipe__ff5_cw0.25__s1', 'full_recipe__ff5_cw0.25__s2']",5.0,full,ff5,0.0
ensemble__full_recipe-ff5_cw0.5_b10__ens,ensemble,full_recipe-ff5_cw0.5_b10,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.5,3499,2003-02-10,2016-12-30,0.4168482453751483,0.012732065557119898,0.030543646754855595,0.6077969425466274,0.10759985040357861,0.012340947871408936,0.1856656789714899,-0.1146929835415319,1446,0.5135753072306374,0.562874251497006,0.15366598635675321,4.700536972169462,0.003024980854855515,0.004288581456921507,1.5473584743253175,0.121776828692541,0.21285813723716104,0.5,3.6935381240432163e-20,330.14098664545105,1.0,2.3736029229090776,-0.8749926657376289,-0.02671640494045205,0.0305332901481292,0.0,ensemble,"['full_recipe__ff5_cw0.5__s0', 'full_recipe__ff5_cw0.5__s1', 'full_recipe__ff5_cw0.5__s2']",10.0,full,ff5,0.0
ensemble__full_recipe-ff5_cw0.5_b1__ens,ensemble,full_recipe-ff5_cw0.5_b1,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.5,3499,2003-02-10,2016-12-30,1.3078814302462816,0.0383759763281972,0.029342091294140314,2.0137150254970555,0.6929242113927749,0.03867186429503833,0.6935609279279185,-0.055809659496971586,508,0.535295798799657,0.6227544910179641,0.2696462181570826,5.102396569032848,0.0026875896911809937,0.0039289841412742926,4.562215615679051,5.061662703919609e-06,0.6752358918848238,0.5,8.167305190732474e-19,330.05130971968094,1.0,2.255295107683116,-2.0256166014855927,-0.05931544089856824,0.02928265934188441,0.0,ensemble,"['full_recipe__ff5_cw0.5__s0', 'full_recipe__ff5_cw0.5__s1', 'full_recipe__ff5_cw0.5__s2']",1.0,full,ff5,0.0
ensemble__full_recipe-ff5_cw0.5_b20__ens,ensemble,full_recipe-ff5_cw0.5_b20,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.5,3499,2003-02-10,2016-12-30,0.16228906839797075,0.0051192875339438875,0.03154425362397298,0.2314471481795939,0.035203151415400674,0.004632388275754629,0.06627559438435826,-0.13159015853700107,1445,0.5018576736210346,0.49700598802395207,-0.05566954371303627,4.451914795495271,0.0031038159548526624,0.004542335820842373,0.5990146643449987,0.549163105710737,0.14653235708655366,0.5,5.5756312922847e-19,330.4980083543495,1.0,1.38635817201838,-0.8235634775543523,-0.025974523075139953,0.031539187668051645,0.0,ensemble,"['full_recipe__ff5_cw0.5__s0', 'full_recipe__ff5_cw0.5__s1', 'full_recipe__ff5_cw0.5__s2']",20.0,full,ff5,0.0
ensemble__full_recipe-ff5_cw0.5_b3__ens,ensemble,full_recipe-ff5_cw0.5_b3,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.5,3499,2003-02-10,2016-12-30,1.1290978169577928,0.03367391649703741,0.029823737138884386,1.7216896638129402,0.6016523989203438,0.033785418585342564,0.5862257267359847,-0.0561543819088397,499,0.53615318662475,0.6047904191616766,0.31968338463425083,5.8630243928841,0.0027215044223632607,0.004001519244875536,3.938608483072822,8.195553734370166e-05,0.41451167039133185,0.5,1.4253586720301002e-21,331.64899519951086,1.0,3.2237126795457245,-1.0469966872966054,-0.031175637576023103,0.029776252355220023,0.0,ensemble,"['full_recipe__ff5_cw0.5__s0', 'full_recipe__ff5_cw0.5__s1', 'full_recipe__ff5_cw0.5__s2']",3.0,full,ff5,0.0
ensemble__full_recipe-ff5_cw0.5_b5__ens,ensemble,full_recipe-ff5_cw0.5_b5,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.5,3499,2003-02-10,2016-12-30,0.9207608134729777,0.027495160640860116,0.029861349699660127,1.3924466965082412,0.36805143434508314,0.027417208724761055,0.45580726024711016,-0.0744928729147536,1446,0.5332952272077737,0.5748502994011976,0.33607925686767043,5.945861144955064,0.0027472350738680673,0.00401010393666663,3.303256680545491,0.0009556886649257183,0.3127445221064025,0.5,3.2907193689042745e-19,330.91445538221353,1.0,3.4887191496115997,-0.8225339591997041,-0.024535397412684512,0.0298290388357419,0.0,ensemble,"['full_recipe__ff5_cw0.5__s0', 'full_recipe__ff5_cw0.5__s1', 'full_recipe__ff5_cw0.5__s2']",5.0,full,ff5,0.0
ensemble__full_recipe-pca5_cw0.25_b10__ens,ensemble,full_recipe-pca5_cw0.25_b10,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.25,3499,2003-02-10,2016-12-30,1.4500142800102405,0.03466361804345322,0.023905708048067232,2.243940365382591,0.808638184269897,0.034973317053996755,0.6117219041462536,-0.04324964827820177,496,0.5372963703915404,0.7065868263473054,0.26677858483218037,3.38647426308623,0.002222922381570844,0.003199252511752402,4.90919334758395,9.145178010310487e-07,0.2705444721427979,0.5,2.7174772942834735e-19,312.1691936603174,1.0,5.084341171915343,-0.5044267677253865,-0.012051253350657643,0.023890987000948435,0.0,ensemble,"['full_recipe__pca5_cw0.25__s0', 'full_recipe__pca5_cw0.25__s1', 'full_recipe__pca5_cw0.25__s2']",10.0,full,pca,0.0
ensemble__full_recipe-pca5_cw0.25_b1__ens,ensemble,full_recipe-pca5_cw0.25_b1,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.25,3499,2003-02-10,2016-12-30,2.8802790964570253,0.0712378391440681,0.024732963979670015,4.936954567232085,1.7409937121252825,0.07349777692326698,1.6771426624278356,-0.04221599217239336,399,0.5770220062875108,0.7844311377245509,0.5869912699018537,7.3185760569883325,0.0019615110461411456,0.0029641206295060282,9.301809895526631,1.380749741061129e-20,0.9217431481139031,0.5,1.0987656197866817e-19,309.6073661797416,1.0,3.066904684366074,-2.3333393265073807,-0.057504615570109247,0.02464477194415784,0.0,ensemble,"['full_recipe__pca5_cw0.25__s0', 'full_recipe__pca5_cw0.25__s1', 'full_recipe__pca5_cw0.25__s2']",1.0,full,pca,0.0
ensemble__full_recipe-pca5_cw0.25_b20__ens,ensemble,full_recipe-pca5_cw0.25_b20,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.25,3499,2003-02-10,2016-12-30,1.0442397194357456,0.024908845306558597,0.0238535700595818,1.579340619095746,0.5308760796454677,0.02492887885061923,0.4076075733686919,-0.04695799981658122,720,0.5267219205487282,0.6047904191616766,0.18146867548822923,3.714641947360464,0.0022118744107064593,0.0031799921914292695,3.7671988104301217,0.00016508952850614373,0.1918162500162331,0.5,-1.1174811988715985e-18,311.03099778522426,1.0,5.153089179045589,-0.4986494738595601,-0.011889105125609074,0.023842610388389838,0.0,ensemble,"['full_recipe__pca5_cw0.25__s0', 'full_recipe__pca5_cw0.25__s1', 'full_recipe__pca5_cw0.25__s2']",20.0,full,pca,0.0
ensemble__full_recipe-pca5_cw0.25_b3__ens,ensemble,full_recipe-pca5_cw0.25_b3,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.25,3499,2003-02-10,2016-12-30,2.328509218384244,0.054935703498315454,0.023592650209233623,3.848175566943602,1.3945536662869518,0.05617267493119149,1.1357852465623473,-0.04028003818652115,399,0.5673049442697914,0.7425149700598802,0.5863332503809339,6.167648900763993,0.001980341964107472,0.0029350304300794577,7.68302639353705,1.5537356165619304e-14,0.5341205340369525,0.5,-5.848308603455676e-19,307.77547216919703,1.0,4.081453707805433,-1.0611649500818614,-0.024980260244387816,0.023540412112613374,0.0,ensemble,"['full_recipe__pca5_cw0.25__s0', 'full_recipe__pca5_cw0.25__s1', 'full_recipe__pca5_cw0.25__s2']",3.0,full,pca,0.0
ensemble__full_recipe-pca5_cw0.25_b5__ens,ensemble,full_recipe-pca5_cw0.25_b5,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.25,3499,2003-02-10,2016-12-30,1.953272418398158,0.0462572704918317,0.023681935021519638,3.126836856714228,1.0585089478889753,0.04704595595280869,0.8933145274341254,-0.044445496702351206,399,0.5550157187767933,0.7005988023952096,0.41235013252206154,4.668569443622835,0.002092963516723484,0.003064062499763314,6.460859276716136,1.0411010170649202e-10,0.39623689582437593,0.5,-7.139187783385545e-19,310.3267115409122,1.0,4.6325972953101235,-0.6888254654264597,-0.016290320065699623,0.02364941611967569,0.0,ensemble,"['full_recipe__pca5_cw0.25__s0', 'full_recipe__pca5_cw0.25__s1', 'full_recipe__pca5_cw0.25__s2']",5.0,full,pca,0.0
ensemble__full_recipe-pca5_cw0.5_b10__ens,ensemble,full_recipe-pca5_cw0.5_b10,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.5,3499,2003-02-10,2016-12-30,1.1655150852232952,0.029258957119329083,0.025103885389628832,1.7598145252816801,0.5731069919396166,0.02936517919792503,0.4946039862599567,-0.05123856384746217,409,0.5367247785081452,0.6467065868263473,0.16472217010692344,3.658768160324059,0.0024544501537624376,0.0034586263266398764,3.947722174407705,7.889828772127374e-05,0.24746764910154748,0.5,-4.766895176198057e-19,311.5938506883385,1.0,4.691804084989964,-0.5799535549255577,-0.014549065574643149,0.0250866046963203,0.0,ensemble,"['full_recipe__pca5_cw0.5__s0', 'full_recipe__pca5_cw0.5__s1', 'full_recipe__pca5_cw0.5__s2']",10.0,full,pca,0.0
ensemble__full_recipe-pca5_cw0.5_b1__ens,ensemble,full_recipe-pca5_cw0.5_b1,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.5,3499,2003-02-10,2016-12-30,2.526153364375129,0.06573829646670604,0.026023082127069157,4.329577507814279,2.0980467430592182,0.06757704616714388,1.4792539854139215,-0.03220950457405347,282,0.5693055158616748,0.7245508982035929,0.9305363134161754,9.646002846396255,0.00203579838195266,0.0031180227079238435,8.223584381005889,1.9750969574105787e-16,0.8092022485913518,0.5,7.706232646388824e-19,308.3318477173149,1.0,3.223746056988528,-1.882963498706077,-0.04882805753790703,0.025931494461501982,0.0,ensemble,"['full_recipe__pca5_cw0.5__s0', 'full_recipe__pca5_cw0.5__s1', 'full_recipe__pca5_cw0.5__s2']",1.0,full,pca,0.0
ensemble__full_recipe-pca5_cw0.5_b20__ens,ensemble,full_recipe-pca5_cw0.5_b20,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.5,3499,2003-02-10,2016-12-30,0.7208417009876968,0.01835997477102033,0.02547018956570285,1.048370187323673,0.28715165481565225,0.018198597635367797,0.28455754741616723,-0.06337625895644261,761,0.5301514718490997,0.5748502994011976,0.0020612479167827166,5.364945365529927,0.0023867290880333256,0.003573491040260681,2.4882540396426513,0.012837199876388632,0.17704174624536698,0.5,4.559908308172816e-19,310.3289283081559,1.0,4.115246504695542,-0.6511882960467446,-0.016576920220163733,0.025456416094698644,0.0,ensemble,"['full_recipe__pca5_cw0.5__s0', 'full_recipe__pca5_cw0.5__s1', 'full_recipe__pca5_cw0.5__s2']",20.0,full,pca,0.0
ensemble__full_recipe-pca5_cw0.5_b3__ens,ensemble,full_recipe-pca5_cw0.5_b3,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.5,3499,2003-02-10,2016-12-30,1.956395034945093,0.04820396034595083,0.024639175363325175,3.2015492155151453,1.190679113380641,0.04906168912775022,0.9445567062344502,-0.04120479529404997,297,0.5518719634181195,0.6526946107784432,0.6916166836037684,7.8984337428097735,0.0021132328254301713,0.00310149043151659,6.46466077611312,1.0152630213066365e-10,0.47978606444556565,0.5,1.0074187205444047e-18,308.9740554773888,1.0,3.9868927237272582,-1.0119965438964469,-0.02486781682817154,0.024573025449695758,0.0,ensemble,"['full_recipe__pca5_cw0.5__s0', 'full_recipe__pca5_cw0.5__s1', 'full_recipe__pca5_cw0.5__s2']",3.0,full,pca,0.0
ensemble__full_recipe-pca5_cw0.5_b5__ens,ensemble,full_recipe-pca5_cw0.5_b5,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.5,3499,2003-02-10,2016-12-30,1.6305603656977437,0.04007108745503787,0.02457504076390989,2.5793756016357166,0.9589226428746819,0.04056742446156014,0.7369835942876868,-0.042305210710163355,380,0.5452986567590741,0.6467065868263473,0.43741583873994033,5.264168722114746,0.002229351632126636,0.0032221630685853406,5.403351937306033,6.540694840899e-08,0.35868088425571937,0.5,-6.000760009246721e-19,310.7572832383849,1.0,4.433251360346793,-0.7232579357446686,-0.017745798047659984,0.02453591888955751,0.0,ensemble,"['full_recipe__pca5_cw0.5__s0', 'full_recipe__pca5_cw0.5__s1', 'full_recipe__pca5_cw0.5__s2']",5.0,full,pca,0.0
ensemble__full_recipe-pca8_cw0.25_b10__ens,ensemble,full_recipe-pca8_cw0.25_b10,cnn_transformer,8,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.25,3499,2003-02-10,2016-12-30,1.5173329785412646,0.03520360481570471,0.023200975206871727,2.3504210549088294,0.9441614618391465,0.035549420260279296,0.62422342114132,-0.03765184419943601,362,0.5432980851671906,0.718562874251497,0.1891556751181941,2.3837961494826025,0.002092395541486984,0.0030254868988287224,5.221983714007722,1.7701654059549357e-07,0.2498014122256893,0.5,-6.919186770963508e-19,318.4008526898671,1.0,5.592316042655201,-0.3837340971989189,-0.008898387992425635,0.023188942701156207,0.0,ensemble,"['full_recipe__pca8_cw0.25__s0', 'full_recipe__pca8_cw0.25__s1', 'full_recipe__pca8_cw0.25__s2']",10.0,full,pca,0.0
ensemble__full_recipe-pca8_cw0.25_b1__ens,ensemble,full_recipe-pca8_cw0.25_b1,cnn_transformer,8,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.25,3499,2003-02-10,2016-12-30,2.864220666670688,0.0671482233285562,0.023443802396205714,4.850340990304729,1.5216391187505138,0.06915082110305071,1.5304854639567167,-0.045444954885119904,399,0.5758788225207202,0.7904191616766467,0.33547200578067654,2.292287304043387,0.001965497582223528,0.002865493978338087,9.220966738455765,2.9443351002062275e-20,0.8756364984398,0.5,2.1529113159272034e-19,315.72114919630314,1.0,3.043057297857326,-2.3886643630245437,-0.0557864538404478,0.023354664097642665,0.0,ensemble,"['full_recipe__pca8_cw0.25__s0', 'full_recipe__pca8_cw0.25__s1', 'full_recipe__pca8_cw0.25__s2']",1.0,full,pca,0.0
ensemble__full_recipe-pca8_cw0.25_b20__ens,ensemble,full_recipe-pca8_cw0.25_b20,cnn_transformer,8,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.25,3499,2003-02-10,2016-12-30,1.4123792526251324,0.03301207235270065,0.02337337672678386,2.1821695279751756,0.7526938240921579,0.033278630523941644,0.575462729020694,-0.044212705696210275,231,0.5327236353243784,0.6826347305389222,0.2252176731834479,2.2440573211323844,0.0021729189710186655,0.0030472463266955434,4.899229907813866,9.621300983466345e-07,0.1745482154257136,0.5,5.910280719630898e-19,317.81223148870697,1.0,7.505106070227581,-0.06894578417469047,-0.0016107275479716632,0.023362234069170984,0.0,ensemble,"['full_recipe__pca8_cw0.25__s0', 'full_recipe__pca8_cw0.25__s1', 'full_recipe__pca8_cw0.25__s2']",20.0,full,pca,0.0
ensemble__full_recipe-pca8_cw0.25_b3__ens,ensemble,full_recipe-pca8_cw0.25_b3,cnn_transformer,8,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.25,3499,2003-02-10,2016-12-30,2.4103711794773313,0.05487398496082057,0.02276578206213017,3.9320074400826353,1.6198611331289674,0.05612762811519856,1.1345207698786868,-0.03464965420016031,364,0.5664475564446985,0.7365269461077845,0.22507896627922463,2.5913395163334645,0.001995740391944584,0.0028419808727777602,7.854529161727929,4.012767047454388e-15,0.5051585850212278,0.5,-8.391024530125025e-20,314.60397044216506,1.0,4.31060492747113,-0.9418838940092256,-0.021393816134045434,0.0227138570583052,0.0,ensemble,"['full_recipe__pca8_cw0.25__s0', 'full_recipe__pca8_cw0.25__s1', 'full_recipe__pca8_cw0.25__s2']",3.0,full,pca,0.0
ensemble__full_recipe-pca8_cw0.25_b5__ens,ensemble,full_recipe-pca8_cw0.25_b5,cnn_transformer,8,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.25,3499,2003-02-10,2016-12-30,2.0101544040694557,0.04675082625907789,0.02325733096145909,3.2114203317302126,1.230992786362331,0.04757315710994803,0.9065941611480468,-0.03864617050318386,361,0.5584452700771649,0.7544910179640718,0.2763196594417925,2.626340696591317,0.002097634148344243,0.002970392624220279,6.5465297722767,5.888941371028314e-11,0.3718378175713258,0.5,-6.163746674787555e-19,316.1041711513195,1.0,4.98924915796526,-0.5479222186664721,-0.012723359056419876,0.02322110442497818,0.0,ensemble,"['full_recipe__pca8_cw0.25__s0', 'full_recipe__pca8_cw0.25__s1', 'full_recipe__pca8_cw0.25__s2']",5.0,full,pca,0.0
ensemble__full_recipe-pca8_cw0.5_b10__ens,ensemble,full_recipe-pca8_cw0.5_b10,cnn_transformer,8,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.5,3499,2003-02-10,2016-12-30,1.127334807659297,0.025852608522802516,0.022932502702086077,1.7196616666900673,0.5877549593246228,0.025918641040137302,0.4265993668636383,-0.04409769858840473,402,0.5341526150328665,0.6047904191616766,0.24217674787251864,2.5635526207212456,0.0021330941364947915,0.0030124440088599744,3.918216555646902,8.920654622819561e-05,0.22489509828384532,0.5,2.1244041424866014e-19,318.5722649723664,1.0,4.561669735942691,-0.6593654367229406,-0.01511208561220985,0.02291913523298585,0.0,ensemble,"['full_recipe__pca8_cw0.5__s0', 'full_recipe__pca8_cw0.5__s1', 'full_recipe__pca8_cw0.5__s2']",10.0,full,pca,0.0
ensemble__full_recipe-pca8_cw0.5_b1__ens,ensemble,full_recipe-pca8_cw0.5_b1,cnn_transformer,8,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.5,3499,2003-02-10,2016-12-30,2.6042197980514974,0.06079809217730753,0.023345991080628927,4.366814009997029,2.2953201971754194,0.06238721427561722,1.3170482793682883,-0.027180179197826004,294,0.5687339239782795,0.7245508982035929,0.3503426689057104,2.4496786698913873,0.001957216749953861,0.002828072627679846,8.368960794476932,5.812858488711364e-17,0.7666170071382005,0.5,1.0322075670144935e-18,318.5575496198449,1.0,3.1471030292624076,-2.081526403492259,-0.048404054911045595,0.02325411526360473,0.0,ensemble,"['full_recipe__pca8_cw0.5__s0', 'full_recipe__pca8_cw0.5__s1', 'full_recipe__pca8_cw0.5__s2']",1.0,full,pca,0.0
ensemble__full_recipe-pca8_cw0.5_b20__ens,ensemble,full_recipe-pca8_cw0.5_b20,cnn_transformer,8,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.5,3499,2003-02-10,2016-12-30,1.0250738175264547,0.02369723270987992,0.023117586562753423,1.5472475761344704,0.357884489637875,0.023705634087187732,0.38445984993839066,-0.06623822706363791,423,0.5292940840240069,0.592814371257485,0.2420951640458904,2.667427527886593,0.0022282673588194576,0.003086191738416058,3.577719332054162,0.0003466053410031757,0.15529240560985264,0.5,-2.037891068305992e-18,318.02671816533115,1.0,6.055456309555199,-0.36791649642310364,-0.008500028561263641,0.02310314607771383,0.0,ensemble,"['full_recipe__pca8_cw0.5__s0', 'full_recipe__pca8_cw0.5__s1', 'full_recipe__pca8_cw0.5__s2']",20.0,full,pca,0.0
ensemble__full_recipe-pca8_cw0.5_b3__ens,ensemble,full_recipe-pca8_cw0.5_b3,cnn_transformer,8,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.5,3499,2003-02-10,2016-12-30,2.038255049339865,0.046136427141864535,0.022635257131734747,3.2709956457539446,1.2534495144488946,0.046944771021945275,0.8907756256742765,-0.03745246256893364,294,0.555301514718491,0.6946107784431138,0.25300778317514616,2.5589847128161747,0.002034047677724928,0.002835253550098033,6.613950193902846,3.74197685894289e-11,0.4523538055077024,0.5,2.3760109341580015e-19,317.68858805285464,1.0,4.047297886248171,-1.0398032416760896,-0.02347987324964985,0.02258107333056776,0.0,ensemble,"['full_recipe__pca8_cw0.5__s0', 'full_recipe__pca8_cw0.5__s1', 'full_recipe__pca8_cw0.5__s2']",3.0,full,pca,0.0
