run,suite,variant,cfg_model,cfg_n_factors,cfg_lookback,cfg_objective,cfg_gamma,cfg_turnover_bps,cfg_short_bps,cfg_protocol,cfg_train_window,cfg_test_start,cfg_retrain_every,cfg_epochs,cfg_batch_dates,cfg_learning_rate,cfg_dropout,cfg_features,cfg_attention_heads,cfg_transformer_ff,cfg_seed,cfg_device,cfg_neutralize,cfg_cost_weight,observations,start_date,end_date,sharpe,mean_return,volatility,sortino,calmar,cagr,total_return,max_drawdown,max_drawdown_duration_days,hit_rate,positive_month_fraction,skewness,excess_kurtosis,var_95,cvar_95,hac_t_stat,hac_p_value,turnover,short_fraction,net_exposure,effective_positions,active_days_fraction,break_even_cost_bps,net_sharpe,net_mean_return,net_volatility,runtime_seconds,cfg_kind,cfg_members,cfg_smoothing_days,cfg_dataset,cfg_factor_model,cfg_max_blocks
full_smoke__pca5__s0,full_smoke,pca5,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,1,125,0.001,0.25,8,4,16,0,cuda,True,0.5,125,2003-02-10,2003-08-07,-0.4368974515520744,-0.012076395216502927,0.027641258088372086,-0.6148629457348896,-0.4203670800979684,-0.012381331634359394,-0.006160814376242274,-0.029453618564693196,104,0.528,0.42857142857142855,0.2831789443877495,0.945868616501941,0.0026684985829770196,0.0034767148837793415,-0.2771338155805279,0.7816773572400895,0.6453536726731246,0.500000001154616,-7.2139128519665975e-09,321.1997334473439,1.0,-0.7425727204990101,-3.8352552593557694,-0.10634844155828915,0.027729169081734898,11.090328623000005,,,,full,pca,1.0
lookback__l10__s0,lookback,l10,cnn_transformer,5,10,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,,,1503,2020-01-09,2025-12-31,0.20309001338963212,0.006419527995557023,0.03160927456950349,0.28189666782279127,0.10610664733994896,0.00593726884908774,0.03593754579126118,-0.05595567288131975,305,0.5109780439121756,0.5416666666666666,-0.26971407068144965,4.246946884797594,0.003033150700899416,0.0048084131769162534,0.5294355952150476,0.5965033111451682,0.8152138549937255,0.09387263714676806,0.8122547254413193,35.33141765687315,1.0,0.3124863161566688,-3.1081697709264136,-0.09867849924387212,0.03174810467784076,119.16976004200114,,,,,,
lookback__l10__s1,lookback,l10,cnn_transformer,5,10,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,mps,,,1503,2020-01-09,2025-12-31,0.20667383707453735,0.0066418093264159015,0.03213667206469157,0.296736671042114,0.08315767514921224,0.006144277741548798,0.03720967713981915,-0.07388707934082983,615,0.5229540918163673,0.5694444444444444,0.17217043047949165,4.026887793880283,0.0031682254240817135,0.004548909632929537,0.5013868057500247,0.6160989237988272,0.8484391011571002,0.1409800219671772,0.7180399541683026,35.66468110967709,1.0,0.31064558646567925,-3.212440290995359,-0.10382691968034487,0.03232026443304713,115.41130633400462,,,,,,
lookback__l10__s2,lookback,l10,cnn_transformer,5,10,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,mps,,,1503,2020-01-09,2025-12-31,-0.08079828897435071,-0.0027288162991707925,0.03377319413331947,-0.11286189941547631,-0.04461014130500832,-0.0032937320930860325,-0.019484850595720582,-0.07383370679250123,1111,0.5123087159015303,0.5,-0.0003169818088166138,5.059795040745769,0.0033343005042289734,0.004948053837383417,-0.2062700049895619,0.8365800072609528,0.8196781598429578,0.1334928920828226,0.7330142158978791,34.80452966895364,1.0,-0.13210838885710052,-3.2265589063715794,-0.10938740212394288,0.03390218660131461,114.49709808299667,,,,,,
lookback__l20__s0,lookback,l20,cnn_transformer,5,20,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,,,1493,2020-01-24,2025-12-31,-0.2872705783813938,-0.008435103642886918,0.029362922198346682,-0.3895310358144817,-0.0882896625417855,-0.008827334533024644,-0.0511747605299665,-0.09998151854807313,547,0.5077026121902211,0.5416666666666666,-0.29590678556195005,3.5428681835151252,0.0029395056409413163,0.004466581460127918,-0.6894516309503788,0.49053910175852267,0.746590624564257,0.10402280683969338,0.7919543846485323,36.344048608836204,1.0,-0.4483398585812087,-3.567218308551187,-0.1051482832617054,0.029476268107743318,119.36474112499855,,,,,,
lookback__l20__s1,lookback,l20,cnn_transformer,5,20,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,mps,,,1493,2020-01-24,2025-12-31,0.2681678705104631,0.008383573059117357,0.031262406801974646,0.3814357434701479,0.09872621496386409,0.007925998726993067,0.047884404373164324,-0.08028261520908253,637,0.5204286671131949,0.5694444444444444,-0.05719054079288704,4.866282779191343,0.003169854700906298,0.004521780737522902,0.6880716808974473,0.4914076428348567,0.7202669699758584,0.14705425965000454,0.7058914807990514,36.52461211343137,1.0,0.46188633446712934,-2.7293905054532708,-0.0860994402434921,0.03154529924225465,93.58467412499886,,,,,,
lookback__l20__s2,lookback,l20,cnn_transformer,5,20,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,mps,,,1493,2020-01-24,2025-12-31,-0.29321823906638333,-0.009699055873125884,0.03307794189068184,-0.39694089222582657,-0.07422901276088772,-0.010194294330648002,-0.05890116221070896,-0.13733571216266416,1115,0.5090421969189551,0.5416666666666666,-0.32055362924517894,4.46655156489155,0.0034135296971477165,0.005077594475932624,-0.718798635698795,0.47226499840789826,0.7673819395334476,0.1392414912043039,0.7215170176100799,34.76701942419264,1.0,-0.5015535937716863,-3.297949232688874,-0.10991769736600546,0.03332910533507143,92.02652029199817,,,,,,
lookback__l30__s0,lookback,l30,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,,,1483,2020-02-07,2025-12-31,0.6271750035771678,0.01720754936451231,0.02743659946006615,0.9072634748943079,0.3170085619194019,0.016973056807394693,0.10411806590568795,-0.053541319845203494,381,0.5313553607552259,0.6197183098591549,-0.005842016883006234,3.0012499715052545,0.002745657410513428,0.003917296603658884,1.5537467976680404,0.12024482551884959,0.6347984735502026,0.06308740688336947,0.8738251866547478,36.80483195073666,1.0,1.0756788003563438,-2.347429383481866,-0.0643978895419271,0.02743336604503425,144.72795395799767,,,,,,
lookback__l30__s1,lookback,l30,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,mps,,,1483,2020-02-07,2025-12-31,0.3133756557807927,0.010427773780870474,0.03327563449333389,0.45788255495976576,0.14009394961646815,0.009923085975059198,0.05983023419631772,-0.07083165263186164,1148,0.5097774780849629,0.5915492957746479,0.27954285017107716,5.68549298253544,0.002992683435567417,0.004742436233381,0.8196252274811839,0.41242978758642723,0.7427481494146285,0.15027282924642515,0.6994543399479851,35.63198693867805,1.0,0.557120939562168,-2.5990725539961606,-0.08696722520831406,0.03346086859891582,176.1538933329939,,,,,,
lookback__l30__s2,lookback,l30,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,mps,,,1483,2020-02-07,2025-12-31,0.5192854273891212,0.01731059863060866,0.03333542155735701,0.7613335814142895,0.23734078235096087,0.016895659087079462,0.10362364808097313,-0.07118734049715691,1047,0.5016857720836143,0.5492957746478874,0.09048273925494145,5.609107119370012,0.003072356512037537,0.004553546471630953,1.3503861162193038,0.1768921619439564,0.7571433410757694,0.14726777610110298,0.7054644477477393,34.480865406276735,1.0,0.9072634992888386,-2.445329979739463,-0.08182124411067637,0.0334602056935457,209.58385458400153,,,,,,
lookback__l60__s0,lookback,l60,cnn_transformer,5,60,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,,,1453,2020-03-23,2025-12-31,0.05648583177498047,0.0016782376641605071,0.02971077191261007,0.07805934655053359,0.01860859151317577,0.0012374218108406332,0.007155888153752787,-0.06649733860644313,838,0.5113558155540262,0.5142857142857142,-0.3827384487997523,4.218769298860216,0.002668832023033588,0.004437658206108177,0.14324272511080044,0.8860984879590754,0.5870708250174149,0.06912720295527873,0.8617455939995202,36.73111872859061,1.0,0.11343900917373385,-2.485158046095455,-0.07407049983792392,0.029805146579832,439.4198125000039,,,,,,
lookback__l60__s1,lookback,l60,cnn_transformer,5,60,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,mps,,,1453,2020-03-23,2025-12-31,0.36378609090160074,0.010849671114070598,0.02982431540244151,0.515592960094336,0.14791921923540002,0.010458923818119192,0.061827676653339214,-0.07070699718523232,866,0.5230557467309016,0.5857142857142857,-0.21161335036813952,4.065978240952097,0.002841369734559795,0.004338032737762355,0.9184076876223826,0.35840546747979707,0.5789278308441588,0.09611365180372543,0.807772696903013,36.80889874790659,1.0,0.7436894230820085,-2.1567827671250606,-0.06455381377639278,0.029930605325839778,446.64581558400096,,,,,,
lookback__l60__s2,lookback,l60,cnn_transformer,5,60,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,mps,,,1453,2020-03-23,2025-12-31,0.5705299424765579,0.015652765690300097,0.02743548502004037,0.8440832611913679,0.2400143654741556,0.015393359161215203,0.09207543761315118,-0.06413515762194133,505,0.5216792842395045,0.5857142857142857,0.26191912041587007,3.183503794606546,0.002750854287665402,0.003858407164979599,1.4242917188282904,0.15436204370971462,0.527621742260799,0.08016889385320074,0.8396622130702563,37.846993897405746,1.0,1.177247724828982,-1.9213922858509693,-0.05288879324689181,0.027526285827398224,379.016839584001,,,,,,
models__cnn_transformer__s0,models,cnn_transformer,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,,,1483,2020-02-07,2025-12-31,0.6271750035771678,0.01720754936451231,0.02743659946006615,0.9072634748943079,0.3170085619194019,0.016973056807394693,0.10411806590568795,-0.053541319845203494,381,0.5313553607552259,0.6197183098591549,-0.005842016883006234,3.0012499715052545,0.002745657410513428,0.003917296603658884,1.5537467976680404,0.12024482551884959,0.6347984735502026,0.06308740688336947,0.8738251866547478,36.80483195073666,1.0,1.0756788003563438,-2.347429383481866,-0.0643978895419271,0.02743336604503425,224.65578187500068,,,,,,
models__cnn_transformer__s1,models,cnn_transformer,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,mps,,,1483,2020-02-07,2025-12-31,0.3133756557807927,0.010427773780870474,0.03327563449333389,0.45788255495976576,0.14009394961646815,0.009923085975059198,0.05983023419631772,-0.07083165263186164,1148,0.5097774780849629,0.5915492957746479,0.27954285017107716,5.68549298253544,0.002992683435567417,0.004742436233381,0.8196252274811839,0.41242978758642723,0.7427481494146285,0.15027282924642515,0.6994543399479851,35.63198693867805,1.0,0.557120939562168,-2.5990725539961606,-0.08696722520831406,0.03346086859891582,204.11997562499892,,,,,,
models__cnn_transformer__s2,models,cnn_transformer,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,mps,,,1483,2020-02-07,2025-12-31,0.5192854273891212,0.01731059863060866,0.03333542155735701,0.7613335814142895,0.23734078235096087,0.016895659087079462,0.10362364808097313,-0.07118734049715691,1047,0.5016857720836143,0.5492957746478874,0.09048273925494145,5.609107119370012,0.003072356512037537,0.004553546471630953,1.3503861162193038,0.1768921619439564,0.7571433410757694,0.14726777610110298,0.7054644477477393,34.480865406276735,1.0,0.9072634992888386,-2.445329979739463,-0.08182124411067637,0.0334602056935457,268.7215314580026,,,,,,
models__fourier_ffn__s0,models,fourier_ffn,fourier_ffn,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,cpu,,,1483,2020-02-07,2025-12-31,-0.24709879949821356,-0.005609418540908616,0.02270111612156647,-0.34129821057693993,-0.09171720913466819,-0.005850004171359613,-0.03393861690305411,-0.06378305910693449,1258,0.5077545515846258,0.5070422535211268,-0.06199094279575164,14.070997650271345,0.002134299168090779,0.0034796044049396437,-0.6649117576643496,0.5061069350055645,0.18360292684739948,0.2769820279739139,0.44603595109528843,43.34350943013809,1.0,-1.212377044678538,-1.5698280197486807,-0.03579269790569561,0.02280039434601619,19.34118995800236,,,,,,
models__fourier_ffn__s1,models,fourier_ffn,fourier_ffn,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,cpu,,,1483,2020-02-07,2025-12-31,0.49595679244126567,0.007765860808447028,0.015658341466039526,0.7115802926101351,0.23727588827532417,0.007672437112333119,0.04600626243894279,-0.03233551107152688,373,0.5266351989211059,0.6056338028169014,-0.03605372916907324,2.369692422914473,0.0015643707385250088,0.0022226696735310244,1.2083786656787419,0.2269016421822616,0.1389742986497571,0.08515207500348697,0.8296958499244154,45.16399795146113,1.0,2.217453750041411,-0.7629307837776262,-0.011963888370893077,0.01568148595558602,18.4032002909953,,,,,,
models__fourier_ffn__s2,models,fourier_ffn,fourier_ffn,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,cpu,,,1483,2020-02-07,2025-12-31,-0.42261951220630234,-0.010670290766551049,0.025247984199419385,-0.578873822816438,-0.12276724927106603,-0.010929162626111988,-0.06262447522905179,-0.08902343818081937,1257,0.48954821308159135,0.4647887323943662,-0.13481530226935712,9.765532038852946,0.002309139775838337,0.0039540762098146005,-1.025108592097325,0.30531195183434134,0.2044788212344687,0.3697651469437516,0.26046970757385407,42.145249698892634,1.0,-2.0707486194004074,-1.8056934737629584,-0.04582029374083948,0.025375455140430173,19.041857583993988,,,,,,
models__ou_ffn__s0,models,ou_ffn,ou_ffn,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,cpu,,,1483,2020-02-07,2025-12-31,-0.16436138220581553,-0.0042840728135838425,0.026064959761772196,-0.22453518035183512,-0.054384540898294025,-0.0046134157603187065,-0.0268454833643631,-0.08482954317746982,525,0.5124747134187457,0.5211267605633803,-0.723165884467173,18.5888867274939,0.002428347186185719,0.0040908048401724646,-0.39905655251849653,0.689851534883388,0.1270190483691529,0.29285690545385246,0.4142861910645065,42.446405668446644,1.0,-1.3384046850504994,-1.0601576894170912,-0.027742637932841402,0.02616840703017982,23.79309670800285,,,,,,
models__ou_ffn__s1,models,ou_ffn,ou_ffn,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,cpu,,,1483,2020-02-07,2025-12-31,0.5331052707960863,0.015717157886408012,0.02948227816794528,0.7883578940691426,0.34030074108862435,0.01539967331723946,0.0941033104547846,-0.045253128946989074,354,0.5171948752528658,0.5774647887323944,0.3545843382218578,8.254208900070735,0.0025492102048163537,0.004371930021814205,1.359155932651387,0.17409718198868718,0.18964674817323235,0.2190904906915164,0.5618190201631306,37.44835890294454,1.0,3.2887289000832913,-0.46614148136569455,-0.013768262720187743,0.029536660586072894,23.824045207999006,,,,,,
models__ou_ffn__s2,models,ou_ffn,ou_ffn,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,cpu,,,1483,2020-02-07,2025-12-31,0.852227448889025,0.029733459039357594,0.0348891121473716,1.3406223695565493,0.6127897691645136,0.029552607200659997,0.18695886969234543,-0.048226339093344284,322,0.523937963587323,0.676056338028169,1.2907532084352067,15.745961795794972,0.0031671208960312234,0.0048282646720115875,2.1584808957340935,0.03089046217187096,0.23305032221984812,0.4609525210193399,0.07809495828145174,34.317027129869516,1.0,5.06285147769681,-0.32411502622779254,-0.011312047365625001,0.03490133579204915,23.627620374994876,,,,,,
models__ou_threshold__s0,models,ou_threshold,ou_threshold,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,cpu,,,1483,2020-02-07,2025-12-31,-0.2602088986919144,-0.022410570082469966,0.08612530238254432,-0.3587232473059516,-0.110308134539467,-0.025785773569791615,-0.1425033336041126,-0.23376130579531973,1292,0.4935940660822657,0.5070422535211268,-0.1881674538958208,6.567332688944429,0.007768524678732416,0.01280745699258398,-0.6472292398589734,0.5174835898399084,1.0572976421931817,0.4978855477968785,0.00422892631587352,8.821308159136885,1.0,-0.841114461166521,-1.9496139759596618,-0.16817192063250072,0.0862590865197923,0.05174750000151107,,,,,,
models__raw_ffn__s0,models,raw_ffn,raw_ffn,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,cpu,,,1483,2020-02-07,2025-12-31,-0.3748023687399772,-0.005598400537237519,0.014936940116089458,-0.519832898307482,-0.09586673161006785,-0.005693754314278432,-0.03304473578206446,-0.05939239002574359,1337,0.49022252191503707,0.4788732394366197,-0.018492544522614587,6.364067485765645,0.0013943799811966496,0.002212854989884138,-0.8985064841695047,0.368915589877407,0.03782835482126828,0.4092562831549128,0.18148743041519436,47.360458781678446,1.0,-5.872810290781527,-1.3780708420066003,-0.020759780483641303,0.015064378296701438,12.322656208998524,,,,,,
models__raw_ffn__s1,models,raw_ffn,raw_ffn,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,cpu,,,1483,2020-02-07,2025-12-31,0.2775471463704637,0.0034501479963654903,0.012430853790009105,0.39285896334553805,0.10080546030034741,0.0033785514649418147,0.020047296821903426,-0.03351556011822676,424,0.5225893459204316,0.5774647887323944,-0.15669760259362445,2.707219724425334,0.001207491002001564,0.0018040579188270888,0.6542141190697813,0.5129738664314529,0.023422847923205137,0.08456363971521874,0.830872718833902,48.4135487082317,1.0,5.845174558844753,-0.1374476329627812,-0.0017151074035131769,0.012478260749514712,13.663651458999084,,,,,,
models__raw_ffn__s2,models,raw_ffn,raw_ffn,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,cpu,,,1483,2020-02-07,2025-12-31,-0.24095735215879463,-0.005812594493248704,0.02412291818934877,-0.3476190615783705,-0.08162457713301043,-0.006084796324484998,-0.035280536451690936,-0.07454612983255748,1074,0.4989885367498314,0.4647887323943662,0.8710122038983438,21.286372110551124,0.0020249143870779,0.0036181981559963356,-0.6129199778997971,0.5399292528521298,0.052898352008192595,0.4220648315717378,0.15587033541201195,44.053730411579366,1.0,-4.360410161759487,-0.9579430445088807,-0.023194289111916736,0.024212597236204177,12.664236708995304,,,,,,
models__reversal__s0,models,reversal,reversal,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,cpu,,,1483,2020-02-07,2025-12-31,0.0377621233305202,0.0024481223376326836,0.06483010280446957,0.0541589020895822,0.0026409944335639302,0.00034790071322543525,0.0020491085877736293,-0.13173095285776704,896,0.5037086985839514,0.5070422535211268,0.22101115468646426,2.9306388278792914,0.006621980750413254,0.00912725008229812,0.0938061915384538,0.9252631132396801,0.2446263583778428,0.5061633634730098,-0.012326727350357478,27.844292284114328,1.0,0.39712691819075857,-0.6354972410899541,-0.0411942943303947,0.0648221450336142,0.008677040998009034,,,,,,
neutral__cnn_transformer_neutral__s0,neutral,cnn_transformer_neutral,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,True,,1483,2020-02-07,2025-12-31,0.30231548972493394,0.0135601628763233,0.04485434368136812,0.41816536114902497,0.11422642693943343,0.012632378196548055,0.07667211771355853,-0.1105906797141274,1083,0.5273095077545515,0.5492957746478874,-0.3547816416655131,2.8170378213382143,0.004739398114145894,0.006586345567612031,0.7488998478002016,0.4539175720698958,1.109927462515371,0.4999999974310709,6.114350275806684e-09,29.199795988034836,1.0,0.484807989363493,-3.0986477827741252,-0.13888135757376244,0.044819988365836845,449.9658592499982,,,,,,
neutral__cnn_transformer_neutral__s1,neutral,cnn_transformer_neutral,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,mps,True,,1483,2020-02-07,2025-12-31,0.3873097099880204,0.017485307448792748,0.045145543728644384,0.5663798252950599,0.19663002908967628,0.016602461228564014,0.10175236205816862,-0.08443502401656156,1173,0.5037086985839514,0.5352112676056338,0.20212322441533942,3.142967128490664,0.004346142281170973,0.006311625061324405,1.024537118511545,0.30558164798806275,1.0993910783334144,0.49999999735844974,5.301665967705534e-09,29.19147044887829,1.0,0.6311324699395972,-2.9545754662786607,-0.13362952379563586,0.045227994790041554,418.51845033399877,,,,,,
neutral__cnn_transformer_neutral__s2,neutral,cnn_transformer_neutral,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,mps,True,,1483,2020-02-07,2025-12-31,0.6062807158957462,0.027764509992040044,0.045794809671654356,0.865137580910547,0.34165184695488166,0.027074197698289115,0.1702422771405947,-0.07924499147187258,1015,0.519217801753203,0.5352112676056338,-0.21056756866000376,3.8583340647488837,0.00436897862161669,0.006656359312984381,1.5495557308550862,0.12124818531579767,1.096037612796509,0.5000000012445515,-2.338041111581231e-09,28.374852910140245,1.0,1.0052266972063788,-2.6839915682365136,-0.12292806961695886,0.04580046788214293,388.3133061249973,,,,,,
neutral__cnn_transformer_neutral_costs__s0,neutral,cnn_transformer_neutral_costs,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,True,,1483,2020-02-07,2025-12-31,-0.035413691121306455,-0.0014902503343319302,0.04208119196689241,-0.0495646241269671,-0.0392742404460597,-0.002372907155388071,-0.013883684814035568,-0.06041891907870467,980,0.5158462575859744,0.5211267605633803,-0.022340612777416044,1.33946890516075,0.004442050536748933,0.005990728080130312,-0.0938751230078311,0.9252083555162317,0.24101879329140252,0.4999999990713116,1.0009996314272416e-09,42.770089090736406,1.0,-0.24536226914697756,-1.057348390508389,-0.04452310352058303,0.04210826244240619,343.24474808300147,,,,,,
neutral__cnn_transformer_neutral_costs__s1,neutral,cnn_transformer_neutral_costs,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,mps,True,,1483,2020-02-07,2025-12-31,0.06921809890693892,0.0030876904194234627,0.04460813671832774,0.0979519850702195,0.02006706031889822,0.0020949221569559473,0.012391703796648335,-0.10439606617333219,729,0.49291975724882,0.5211267605633803,-0.0014342082225162129,1.9590034053382217,0.004619250953765412,0.006321681677863016,0.18119692390906703,0.8562130090040455,0.2600711587572437,0.49999999933958206,5.9183220278533e-10,39.7394575029109,1.0,0.47113027904235627,-0.9486580008067153,-0.04234414208515338,0.044635835094570406,282.3816638339995,,,,,,
neutral__cnn_transformer_neutral_costs__s2,neutral,cnn_transformer_neutral_costs,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,mps,True,,1483,2020-02-07,2025-12-31,-0.1591349946594404,-0.006884438014150155,0.043261622177342675,-0.22023108241637812,-0.08783896520722569,-0.007790004444963139,-0.04498005265011551,-0.08868506620706784,1293,0.5084288604180714,0.4507042253521127,-0.07050119953846762,2.2287584578287216,0.00446049983649174,0.006339704704718524,-0.4046734474854682,0.6857175623373616,0.2680194278028406,0.5000000006648068,8.356055399575755e-11,42.11402925377522,1.0,-1.0192991863614551,-1.232073478332709,-0.053317077141639885,0.043274267386869396,271.41952370799845,,,,,,
neutral__fourier_ffn_neutral__s0,neutral,fourier_ffn_neutral,fourier_ffn,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,cpu,True,,1483,2020-02-07,2025-12-31,-0.01594254620233268,-0.0006845408800961354,0.042937989415766896,-0.022526851789288684,-0.015448362792748296,-0.0016050667010280018,-0.00940873697808231,-0.10389882232578362,1257,0.46999325691166555,0.4647887323943662,0.025567710542097465,1.8676061870534744,0.0044096474689091,0.006055805271734246,-0.040826788250368125,0.9674339832231305,0.6321872099117432,0.5000000425407107,-7.909189658940978e-08,31.835778285215948,0.9271746459878625,-0.04296879185918332,-2.1403985220605737,-0.09205378130848269,0.04300777652372046,18.673403583001345,,,,,,
neutral__fourier_ffn_neutral__s1,neutral,fourier_ffn_neutral,fourier_ffn,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,cpu,True,,1483,2020-02-07,2025-12-31,0.043394250326243326,0.0019419844895679382,0.04475211519885375,0.062212762046172494,0.007802080487610987,0.0009416365444867569,0.005554216733043127,-0.12069044224575642,811,0.5118004045853001,0.49295774647887325,0.322185833761037,4.302137568371956,0.0046180876394793235,0.00620021965648607,0.10520933535131548,0.9162097032971475,0.6730783739392591,0.5000000196656346,-3.9641020005155146e-08,31.57409189148407,1.0,0.11449316982083084,-2.132039904544593,-0.09549366733597574,0.04478981239160876,17.967052208005043,,,,,,
neutral__fourier_ffn_neutral__s2,neutral,fourier_ffn_neutral,fourier_ffn,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,cpu,True,,1483,2020-02-07,2025-12-31,0.3116026712341648,0.015886799201876974,0.05098415600531961,0.45160338908652314,0.1991192679354239,0.014693859221888816,0.08963529205920384,-0.07379426096852748,557,0.5050573162508429,0.5211267605633803,0.08870456035958191,6.914425299782785,0.0047471981254420875,0.0071840765707301465,0.8830084979116818,0.37723168013070074,0.6501020833437465,0.540455338486012,-0.08091067783991378,31.33521036324448,1.0,0.9697377625902466,-1.5600997449297485,-0.07967526617680534,0.05107062316736238,17.486787125002593,,,,,,
neutral__ou_ffn_neutral__s0,neutral,ou_ffn_neutral,ou_ffn,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,cpu,True,,1483,2020-02-07,2025-12-31,0.13131563251983042,0.006805815900833799,0.051827918506245095,0.18954963890898083,0.05753725856484857,0.005478021485499696,0.03267212952682419,-0.09520824631096347,711,0.5064059339177344,0.4788732394366197,0.1440038108004078,8.054245526816292,0.004908951390893979,0.00706025662007486,0.31018197793433716,0.7564225746468003,0.4378286800427709,0.49999998149862823,3.6970191071849316e-08,30.255130209140862,1.0,0.6168441490185471,-1.1787436759883632,-0.06100836102993712,0.051757105698813026,31.374800416000653,,,,,,
neutral__ou_ffn_neutral__s1,neutral,ou_ffn_neutral,ou_ffn,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,cpu,True,,1483,2020-02-07,2025-12-31,0.14121229853921827,0.00766417531556582,0.054274134723735004,0.1993535409883648,0.06384323055577133,0.00620984248798484,0.037103187607271604,-0.0972670467005915,1452,0.5084288604180714,0.5633802816901409,-0.17899831747039976,4.702671030377552,0.005195304853322437,0.007779897390900274,0.34424740855264124,0.7306602316901532,0.4762699919786134,0.4999999580619658,8.248865760796927e-08,27.618099589534584,1.0,0.6385746450881554,-1.195249945039282,-0.06499034024128551,0.05437384917775471,23.897982125003182,,,,,,
