run,suite,variant,sharpe_total,sharpe_drift,sharpe_neutral,mean_drift,mean_neutral,net_exposure,corr_equal_weight,equal_weight_sharpe
ensemble__final-cnn_neutral_cw0.5_b5__ens,ensemble,final-cnn_neutral_cw0.5_b5,0.5099413417285982,0.3687536578937675,0.5099413413290468,1.886217893274948e-11,0.023602330543697633,1.7659015599918468e-10,-0.05193998622922906,0.44263575286396684
ensemble__final-cnn_neutral_cw0.5_k10_b10__ens,ensemble,final-cnn_neutral_cw0.5_k10_b10,-0.39442821364219827,-0.1740352378166101,-0.394428213487586,-6.784744427646803e-12,-0.015598408751852038,-5.2675623359715276e-11,-0.0005819197488228268,0.3821507854512802
ensemble__final-cnn_neutral_cw0.5_k10_b1__ens,ensemble,final-cnn_neutral_cw0.5_k10_b1,0.10513594047501976,0.11973727851601201,0.10513594035101244,4.622467344952012e-12,0.004123825949387447,6.064491353092077e-11,0.025324633150455456,0.3821507854512802
ensemble__final-cnn_neutral_cw0.5_k10_b20__ens,ensemble,final-cnn_neutral_cw0.5_k10_b20,-0.5230595111777092,-0.3600569084516327,-0.5230595107947003,-1.3733788009486375e-11,-0.021072893027238113,-3.2571719802466796e-11,0.01242090557057569,0.3821507854512802
ensemble__final-cnn_neutral_cw0.5_k10_b2__ens,ensemble,final-cnn_neutral_cw0.5_k10_b2,-0.10791983393164756,1.1502727866727165,-0.10791983507982733,4.567441386055362e-11,-0.004286536178724905,1.1008623068349889e-10,0.026299267384754854,0.3821507854512802
ensemble__final-cnn_neutral_cw0.5_k10_b3__ens,ensemble,final-cnn_neutral_cw0.5_k10_b3,-0.13372711349803498,-0.38230634844145506,-0.1337271131136484,-1.5166342563681543e-11,-0.005325286404962887,-1.0922433228339177e-10,0.007018808091204859,0.3821507854512802
ensemble__final-cnn_neutral_cw0.5_k10_b5__ens,ensemble,final-cnn_neutral_cw0.5_k10_b5,-0.10034595239924517,-0.21078177223546202,-0.10034595218865273,-8.575290258371336e-12,-0.003983521020991072,1.8129638286615232e-10,-0.004827132115719566,0.3821507854512802
ensemble__final-cnn_neutral_cw0.5_k6_b10__ens,ensemble,final-cnn_neutral_cw0.5_k6_b10,0.44624301680547246,-0.20304688746475702,0.44624301705236563,-9.86362570531166e-12,0.019847754080000904,4.229598824471811e-11,-0.052144277107009744,0.3364209337094355
ensemble__final-cnn_neutral_cw0.5_k6_b1__ens,ensemble,final-cnn_neutral_cw0.5_k6_b1,0.5538211606283622,-0.1892423577108324,0.553821160856149,-8.583425260243098e-12,0.024254664543627964,2.782945792595329e-11,0.002538158141695907,0.3364209337094355
ensemble__final-cnn_neutral_cw0.5_k6_b20__ens,ensemble,final-cnn_neutral_cw0.5_k6_b20,0.46137246715883046,-0.16732931229721446,0.4613724673531511,-8.623659740231446e-12,0.02047268632047164,-1.1314285808542414e-10,-0.04550600997214492,0.3364209337094355
ensemble__final-cnn_neutral_cw0.5_k6_b2__ens,ensemble,final-cnn_neutral_cw0.5_k6_b2,0.5369617962461007,-0.21267138940762795,0.5369617964819376,-1.0178908150367173e-11,0.02349546973960161,-2.7323535207833825e-11,-0.016666070394590712,0.3364209337094355
ensemble__final-cnn_neutral_cw0.5_k6_b3__ens,ensemble,final-cnn_neutral_cw0.5_k6_b3,0.6276864792025131,0.03431721373667595,0.6276864791586665,1.610045759711617e-12,0.02769393462292599,-9.348595921513097e-11,-0.021696862175449493,0.3364209337094355
ensemble__final-cnn_neutral_cw0.5_k6_b5__ens,ensemble,final-cnn_neutral_cw0.5_k6_b5,0.5335359775512647,0.7583115925156246,0.5335359767838598,3.5232008583678744e-11,0.023733620742935103,6.102062438167845e-11,-0.03408652258699492,0.3364209337094355
ensemble__final-cnn_neutral_cw0.5_k7_b10__ens,ensemble,final-cnn_neutral_cw0.5_k7_b10,0.4810731753425638,-0.11115025238450793,0.4810731754584874,-5.345469217050918e-12,0.019475743165197103,4.388342600069947e-11,-0.013641152086616872,0.14445730743297944
ensemble__final-cnn_neutral_cw0.5_k7_b1__ens,ensemble,final-cnn_neutral_cw0.5_k7_b1,0.5561401855660215,-0.47101810375814884,0.5561401860395982,-2.0209169067121958e-11,0.022061332335678703,-1.397359189473781e-12,0.025388270425381946,0.14445730743297944
ensemble__final-cnn_neutral_cw0.5_k7_b20__ens,ensemble,final-cnn_neutral_cw0.5_k7_b20,0.27522576043952324,-0.09110240146643972,0.2752257605249448,-4.052803419589563e-12,0.011311305645160958,1.5260024007891172e-10,-0.05243396234596099,0.14445730743297944
ensemble__final-cnn_neutral_cw0.5_k7_b2__ens,ensemble,final-cnn_neutral_cw0.5_k7_b2,0.5080041963261339,-0.14776261843820238,0.5080041964835204,-6.913831823020848e-12,0.02041983789613261,1.1658993423058984e-10,0.011223356095793195,0.14445730743297944
ensemble__final-cnn_neutral_cw0.5_k7_b3__ens,ensemble,final-cnn_neutral_cw0.5_k7_b3,0.614302361105206,-0.0339527116970633,0.614302361154793,-1.6512395603328648e-12,0.024946356423784455,2.6368466112921653e-12,-0.0016847086549517793,0.14445730743297944
ensemble__final-cnn_neutral_cw0.5_k7_b5__ens,ensemble,final-cnn_neutral_cw0.5_k7_b5,0.6551023477913976,-0.0993853044453652,0.6551023479195925,-4.28733433215266e-12,0.02621917750721322,8.77676952618271e-12,-0.01168632500303532,0.14445730743297944
ensemble__final-cnn_neutral_cw0.5_k8_b10__ens,ensemble,final-cnn_neutral_cw0.5_k8_b10,0.9644287404127404,-0.2370710060553025,0.9644287405905692,-1.0331047470767675e-11,0.037495159447033806,-3.308340639726272e-11,0.005520198302689257,0.12982653442025585
ensemble__final-cnn_neutral_cw0.5_k8_b1__ens,ensemble,final-cnn_neutral_cw0.5_k8_b1,1.0095726941652812,-0.07935115165210108,1.0095726942087555,-3.644955836008984e-12,0.03869062331126468,-1.8346824202229636e-10,0.029212398718202092,0.12982653442025585
ensemble__final-cnn_neutral_cw0.5_k8_b20__ens,ensemble,final-cnn_neutral_cw0.5_k8_b20,0.6332781929581349,0.023959708374608455,0.633278192908649,1.0110102659344708e-12,0.024869125487280427,5.709317726761653e-11,-0.021579810867298956,0.12982653442025585
ensemble__final-cnn_neutral_cw0.5_k8_b2__ens,ensemble,final-cnn_neutral_cw0.5_k8_b2,0.9824712258909865,-0.0778069015194893,0.9824712259502465,-3.471879089410926e-12,0.03788752285229703,5.309857595945876e-13,0.013094652718574492,0.12982653442025585
ensemble__final-cnn_neutral_cw0.5_k8_b3__ens,ensemble,final-cnn_neutral_cw0.5_k8_b3,1.0391142777995754,0.41929742973146283,1.0391142773328048,1.8200860041389085e-11,0.04094037416425657,1.4070796824091153e-10,0.010300786643301325,0.12982653442025585
ensemble__final-cnn_neutral_cw0.5_k8_b5__ens,ensemble,final-cnn_neutral_cw0.5_k8_b5,1.1939323549549878,0.5467383224738498,1.1939323543491838,2.331021258812112e-11,0.045870086635809854,7.9935722385341e-12,0.0066698257954938495,0.12982653442025585
ensemble__final-cnn_neutral_cw0_b10__ens,ensemble,final-cnn_neutral_cw0_b10,0.24718963003614966,-0.11368327284719054,0.24718963017897366,-6.4236901437076845e-12,0.011404348442620104,-6.17115613124842e-11,-0.011158403163039416,0.44263575286396684
ensemble__final-cnn_neutral_cw0_b1__ens,ensemble,final-cnn_neutral_cw0_b1,0.5420609495763796,-0.06058929869181012,0.5420609496632404,-3.1328511631748968e-12,0.024769783234731217,4.7417798765187844e-11,0.0060794968567328776,0.44263575286396684
ensemble__final-cnn_neutral_cw0_b20__ens,ensemble,final-cnn_neutral_cw0_b20,-0.051188336835070083,0.40778440804983596,-0.05118833730940706,2.2326289244858853e-11,-0.0024077292123769515,-1.5029401863298612e-10,-0.024781920303448807,0.44263575286396684
ensemble__final-cnn_neutral_cw0_b2__ens,ensemble,final-cnn_neutral_cw0_b2,0.6211479627759199,-0.327832408133934,0.621147963216822,-1.806543698357777e-11,0.02769956335180356,7.715329356888313e-11,-0.0009492635068914191,0.44263575286396684
ensemble__final-cnn_neutral_cw0_b3__ens,ensemble,final-cnn_neutral_cw0_b3,0.7308639312144227,-0.37483076704704754,0.7308639316235539,-2.053529404039103e-11,0.033198916091791916,-1.4848259940828383e-10,-0.0015987571004800257,0.44263575286396684
ensemble__final-cnn_neutral_cw0_b5__ens,ensemble,final-cnn_neutral_cw0_b5,0.5823387798817459,-0.5603784650995444,0.5823387805558274,-3.002036040931973e-11,0.02677044772063132,-1.2375682377439672e-10,-0.013273556530263063,0.44263575286396684
ensemble__final-cnn_neutral_cw1_b10__ens,ensemble,final-cnn_neutral_cw1_b10,-0.23140359821099862,0.3198146335986269,-0.23140359854522008,1.4811842654745035e-11,-0.01026412264500682,1.7455389288032359e-10,-0.037280779854938106,0.44263575286396684
ensemble__final-cnn_neutral_cw1_b1__ens,ensemble,final-cnn_neutral_cw1_b1,-0.13172211389269597,-0.07492371469796748,-0.13172211380927565,-3.672957527314928e-12,-0.005942787901016404,-1.7847721951729344e-10,-0.0005183607406123026,0.44263575286396684
