run,suite,variant,model,n_factors,neutralize,objective,smoothing_days,net_exposure,sel_sharpe,sel_net_sharpe,sel_mean,sel_net_mean,sel_turnover,sel_days,hold_sharpe,hold_net_sharpe,hold_mean,hold_net_mean,hold_turnover,hold_days,duplicate_of_earlier
architecture__d8_h4_drop50__s1,architecture,d8_h4_drop50,cnn_transformer,5,False,sharpe,1,0.7057573378491527,-0.03110218143383923,-2.937822694902011,-0.000993860137943554,-0.09484585889143951,0.7035057835873794,731,0.1617051532627942,-2.276852142203354,0.005034897983274371,-0.07115576717489461,0.5863516373847669,752,False
architecture__d8_h4_drop50__s2,architecture,d8_h4_drop50,cnn_transformer,5,False,sharpe,1,0.787600718073627,0.1593039252973876,-2.6568578257243036,0.004887484585245595,-0.08232124841199077,0.6661689670177781,731,0.366742607590217,-2.1536452614972563,0.011043380116363343,-0.06492225065692915,0.5864297052578736,752,False
ensemble__final-cnn_neutral_cw0.25_b10__ens,ensemble,final-cnn_neutral_cw0.25_b10,cnn_transformer,5,True,sharpe_costs,10,-4.5437063398499054e-20,0.22810874923012178,-0.6826898746854173,0.010314878365479356,-0.030897382291990367,0.22602264123299862,731,0.28880283761407766,-0.6116046932670004,0.013324383501537222,-0.028220769264564932,0.22988781498968214,752,False
ensemble__final-cnn_neutral_cw0.25_b1__ens,ensemble,final-cnn_neutral_cw0.25_b1,cnn_transformer,5,True,sharpe_costs,1,-1.1408157299580912e-18,0.9001523535163278,-1.7105932144424374,0.04272717904691864,-0.08120487737809967,0.883428280568487,731,0.06058082310426468,-2.5350140793646276,0.0027451285202055365,-0.11523318721880198,0.8369374037179952,752,False
ensemble__final-cnn_neutral_cw0.25_b20__ens,ensemble,final-cnn_neutral_cw0.25_b20,cnn_transformer,5,True,sharpe_costs,20,-1.888432254556233e-18,0.2404821508894637,-0.4492249722041066,0.011019687069977083,-0.020588254905605275,0.14969347232171423,731,-0.15090064809205062,-0.8351177659861976,-0.007055538869204609,-0.03906105503400181,0.15411714302627935,752,False
ensemble__final-cnn_neutral_cw0.25_b2__ens,ensemble,final-cnn_neutral_cw0.25_b2,cnn_transformer,5,True,sharpe_costs,2,-3.8600713599256866e-19,0.7309363113547785,-1.1950325078916726,0.03364305102699927,-0.055034439200081345,0.6032468510110641,731,0.4283029215781828,-1.4913578548052164,0.01911568235766481,-0.06660969289866596,0.5808926330153346,752,False
ensemble__final-cnn_neutral_cw0.25_b3__ens,ensemble,final-cnn_neutral_cw0.25_b3,cnn_transformer,5,True,sharpe_costs,3,1.1494719725960633e-18,0.9699584382149421,-0.5948960652374935,0.04481343837141445,-0.027481745823146244,0.4730504419028602,731,0.4745710769186197,-1.100568619385355,0.02146435467432528,-0.04978946409451441,0.46587835589907073,752,False
ensemble__final-cnn_neutral_cw0.25_b5__ens,ensemble,final-cnn_neutral_cw0.25_b5,cnn_transformer,5,True,sharpe_costs,5,-1.052089171523653e-18,0.6038764881873733,-0.6121256457795068,0.027935810825232506,-0.02831953060989669,0.34557571851576424,731,0.5127225964417415,-0.7364728834571357,0.023192273273057916,-0.03331940464399525,0.34877034000164153,752,False
ensemble__final-cnn_neutral_cw0.5_b10__ens,ensemble,final-cnn_neutral_cw0.5_b10,cnn_transformer,5,True,sharpe_costs,10,7.440364824448105e-19,0.42100094710786407,-0.4325985283168307,0.018907145859114332,-0.01943521068657771,0.20321442308003043,731,0.15310779939056635,-0.5670963265964218,0.007052478897964775,-0.02613558676397969,0.16350964749914912,752,False
ensemble__final-cnn_neutral_cw0.5_b1__ens,ensemble,final-cnn_neutral_cw0.5_b1,cnn_transformer,5,True,sharpe_costs,1,6.742679264279479e-19,0.7434980461488779,-1.4530834782692275,0.03437132585705636,-0.0672202753297097,0.7058801964288683,731,0.007752919632932086,-1.8163147147717975,0.0003537737808562892,-0.08289546685334466,0.5612242636920012,752,False
ensemble__final-cnn_neutral_cw0.5_b20__ens,ensemble,final-cnn_neutral_cw0.5_b20,cnn_transformer,5,True,sharpe_costs,20,3.8441016760381405e-19,0.6510759296205828,-0.027367421434148782,0.02907322546589676,-0.0012219440145326216,0.13926037062616042,731,-0.09044393680020911,-0.6636571339097493,-0.004217609890598301,-0.030960529341959073,0.11230541597508815,752,False
ensemble__final-cnn_neutral_cw0.5_b2__ens,ensemble,final-cnn_neutral_cw0.5_b2,cnn_transformer,5,True,sharpe_costs,2,-4.794914722089546e-19,0.6155949425279691,-1.0789864503848918,0.02797495185531915,-0.04905279978429797,0.5106619531263408,731,0.37297148329509816,-0.9934888814514298,0.017221172935599667,-0.04591960123647829,0.4015264871963676,752,False
ensemble__final-cnn_neutral_cw0.5_b3__ens,ensemble,final-cnn_neutral_cw0.5_b3,cnn_transformer,5,True,sharpe_costs,3,1.0602225155350495e-18,0.6839232665691792,-0.7053888564138697,0.031447370358903354,-0.03243104333058119,0.4061591694609043,731,0.40261278926313654,-0.742449465823733,0.01874669902695165,-0.0345833454914706,0.3235524495609035,752,False
ensemble__final-cnn_neutral_cw0.5_b5__ens,ensemble,final-cnn_neutral_cw0.5_b5,cnn_transformer,5,True,sharpe_costs,5,7.729601159235413e-19,0.5415617045663028,-0.5554169577473927,0.025128331749946102,-0.025767545084713222,0.3029820174618046,731,0.47905740873178193,-0.4570797416563379,0.022118943624070315,-0.021100403167042318,0.24319716630145713,752,False
ensemble__final-cnn_neutral_cw0.5_k10_b10__ens,ensemble,final-cnn_neutral_cw0.5_k10_b10,cnn_transformer,10,True,sharpe_costs,10,1.0165583383592594e-18,-0.6501210182514565,-1.5340948197850766,-0.02497459472150764,-0.058950185952226564,0.16851008033981688,731,-0.15967265405491535,-0.9899381877065068,-0.006484056794858942,-0.04021326312108681,0.16780508865390023,752,False
ensemble__final-cnn_neutral_cw0.5_k10_b1__ens,ensemble,final-cnn_neutral_cw0.5_k10_b1,cnn_transformer,10,True,sharpe_costs,1,-3.181691068548156e-19,0.04906159237585494,-2.0831673397077486,0.001880138459187695,-0.07974583958413817,0.5472058050627574,731,0.15730526786195875,-1.869871881792998,0.0063048579374598915,-0.07493123691109546,0.545233279540109,752,False
ensemble__final-cnn_neutral_cw0.5_k10_b20__ens,ensemble,final-cnn_neutral_cw0.5_k10_b20,cnn_transformer,10,True,sharpe_costs,20,-9.639954603620114e-20,-0.5271176235505394,-1.2230098150910573,-0.021132675625392998,-0.04903724793048749,0.1202613867691236,731,-0.5191643029569836,-1.1997065435177363,-0.021014780240481975,-0.04855810094854476,0.11867232952824133,752,False
ensemble__final-cnn_neutral_cw0.5_k10_b2__ens,ensemble,final-cnn_neutral_cw0.5_k10_b2,cnn_transformer,10,True,sharpe_costs,2,6.406881819674118e-19,-0.31127142490707277,-1.948993261677801,-0.011924280519727524,-0.07472374191272914,0.39758432570434,731,0.0764606948658972,-1.4648762072996795,0.0031379204558320373,-0.06015625573905768,0.4027004305646903,752,False
ensemble__final-cnn_neutral_cw0.5_k10_b3__ens,ensemble,final-cnn_neutral_cw0.5_k10_b3,cnn_transformer,10,True,sharpe_costs,3,-3.6761915304994896e-19,-0.3238761162107602,-1.714593787041299,-0.012364867698681168,-0.06547051896683843,0.32054393430119504,731,0.03670112431591377,-1.248017169164773,0.0015177098001019043,-0.05162568681233939,0.322077525550149,752,False
ensemble__final-cnn_neutral_cw0.5_k10_b5__ens,ensemble,final-cnn_neutral_cw0.5_k10_b5,cnn_transformer,10,True,sharpe_costs,5,-1.0679263458739343e-18,-0.31157259914637336,-1.4468111816102538,-0.01192143095058425,-0.05537054794152634,0.24379978821895318,731,0.09095411324796394,-0.9591172961064337,0.0037327183868800314,-0.03938226203966068,0.24237340724106557,752,False
ensemble__final-cnn_neutral_cw0.5_k6_b10__ens,ensemble,final-cnn_neutral_cw0.5_k6_b10,cnn_transformer,6,True,sharpe_costs,10,-2.4132682619523207e-18,0.9584944552976372,0.20662553765305308,0.03918979041226828,0.008448292835877155,0.14280750954927723,731,0.021934994606536064,-0.6321444271467682,0.001045853234792617,-0.03014082880224194,0.14757999176795766,752,False
ensemble__final-cnn_neutral_cw0.5_k6_b1__ens,ensemble,final-cnn_neutral_cw0.5_k6_b1,cnn_transformer,6,True,sharpe_costs,1,-1.0315844629555953e-18,0.9855273739989385,-0.7722034273806728,0.0412389941182498,-0.03228861283089998,0.48284497368807977,731,0.16988597250771934,-1.6534820940305661,0.007744631524803957,-0.07540385655871217,0.5604176942927512,752,False
ensemble__final-cnn_neutral_cw0.5_k6_b20__ens,ensemble,final-cnn_neutral_cw0.5_k6_b20,cnn_transformer,6,True,sharpe_costs,20,8.873112772882676e-19,1.0695569103996154,0.451065492627814,0.04451670553761189,0.01877835702050004,0.10304558345302926,731,-0.06190133308597033,-0.5967939913281611,-0.0028998900964458617,-0.02795885964580673,0.09891916203574211,752,False
ensemble__final-cnn_neutral_cw0.5_k6_b2__ens,ensemble,final-cnn_neutral_cw0.5_k6_b2,cnn_transformer,6,True,sharpe_costs,2,6.204839045053933e-19,0.7315872350673673,-0.6111072681550741,0.03024194083531808,-0.025266982372572036,0.3396436493255953,731,0.36834773989850095,-0.9559368355303294,0.0169373982415876,-0.0439573412701231,0.3836215019990199,752,False
ensemble__final-cnn_neutral_cw0.5_k6_b3__ens,ensemble,final-cnn_neutral_cw0.5_k6_b3,cnn_transformer,6,True,sharpe_costs,3,4.828464766136557e-19,0.8547696663895246,-0.2944648228809164,0.034934473717166424,-0.012037693396149811,0.27179880582555455,731,0.4389059331463772,-0.6344865525791658,0.02065559111853766,-0.02986766202402535,0.30119084435740134,752,False
ensemble__final-cnn_neutral_cw0.5_k6_b5__ens,ensemble,final-cnn_neutral_cw0.5_k6_b5,cnn_transformer,6,True,sharpe_costs,5,-1.3532605032535272e-18,0.9102174270463931,-0.032476716253494554,0.03730911695546872,-0.001331168437132615,0.20558217679922103,731,0.22127428501391394,-0.6276797138230653,0.010537228758918622,-0.029897602254622468,0.22105608718984404,752,False
ensemble__final-cnn_neutral_cw0.5_k7_b10__ens,ensemble,final-cnn_neutral_cw0.5_k7_b10,cnn_transformer,7,True,sharpe_costs,10,5.763091086816966e-19,0.6067576541015971,-0.1880910576682518,0.02359454035721304,-0.0073141111194878075,0.14413594509098213,731,0.36857989208726194,-0.4487759787719076,0.01547196645268659,-0.018841667474843022,0.17245161476733606,752,False
ensemble__final-cnn_neutral_cw0.5_k7_b1__ens,ensemble,final-cnn_neutral_cw0.5_k7_b1,cnn_transformer,7,True,sharpe_costs,1,5.509929331226275e-19,1.1360740800562354,-0.6941248866317742,0.045127574283207544,-0.02750384254442968,0.4757226103609902,731,-0.009118425006185132,-1.9448519947717036,-0.00036077263023458683,-0.07707400956791902,0.5092591231815324,752,False
ensemble__final-cnn_neutral_cw0.5_k7_b20__ens,ensemble,final-cnn_neutral_cw0.5_k7_b20,cnn_transformer,7,True,sharpe_costs,20,-1.0314862231262442e-18,0.54662165641068,-0.08642645123827024,0.02219990842021604,-0.0035113700032160283,0.10283044713556352,731,0.017489934649937616,-0.6447298966197316,0.0007267731279407142,-0.02680192285648143,0.1185566026218528,752,False
ensemble__final-cnn_neutral_cw0.5_k7_b2__ens,ensemble,final-cnn_neutral_cw0.5_k7_b2,cnn_transformer,7,True,sharpe_costs,2,-8.495186434016036e-19,1.0560638897646928,-0.3796864077115816,0.042049838356468146,-0.015094836280177062,0.35264358729493894,731,-0.014959935458708933,-1.5313522747191122,-0.0006061320703263171,-0.06208252475079872,0.3882441721190911,752,False
ensemble__final-cnn_neutral_cw0.5_k7_b3__ens,ensemble,final-cnn_neutral_cw0.5_k7_b3,cnn_transformer,7,True,sharpe_costs,3,-9.085859119607747e-19,0.9065945894250862,-0.3031126193211296,0.03585331276303565,-0.011978477417494075,0.27863055688158156,731,0.3447678872907073,-0.9339663483000938,0.014343983440876578,-0.03885961518370318,0.3225004047832053,752,False
ensemble__final-cnn_neutral_cw0.5_k7_b5__ens,ensemble,final-cnn_neutral_cw0.5_k7_b5,cnn_transformer,7,True,sharpe_costs,5,2.555697737333919e-19,0.7705215126323524,-0.23047246927856102,0.030088393577104956,-0.008996676329088068,0.20911704828688182,731,0.5484801503215451,-0.5233870415393052,0.022458011930807348,-0.021427130588859793,0.24848592054101598,752,False
ensemble__final-cnn_neutral_cw0.5_k8_b10__ens,ensemble,final-cnn_neutral_cw0.5_k8_b10,cnn_transformer,8,True,sharpe_costs,10,-8.537932183019753e-19,0.811759211358085,-0.0029859000744722006,0.03128533623140366,-0.00011505460091915284,0.14804398454477205,731,1.1104973432651786,0.1873130579639029,0.04353156996524403,0.0073355080943896655,0.18740350720484422,752,False
ensemble__final-cnn_neutral_cw0.5_k8_b1__ens,ensemble,final-cnn_neutral_cw0.5_k8_b1,cnn_transformer,8,True,sharpe_costs,1,-5.123526951269107e-19,1.3487574746823088,-0.3840815234691155,0.052538885711303086,-0.014940934576007337,0.43478091574282185,731,0.66952377311495,-1.3657903613209548,0.025229081733501118,-0.051454765335739956,0.50893020763054,752,False
ensemble__final-cnn_neutral_cw0.5_k8_b20__ens,ensemble,final-cnn_neutral_cw0.5_k8_b20,cnn_transformer,8,True,sharpe_costs,20,1.4049894850248875e-19,0.7389905420540881,0.091386879976422,0.029757203509968213,0.0036796583688470203,0.1057413078730117,731,0.5256173543800912,-0.2245346066783919,0.020117550848526223,-0.008591680474313175,0.1279355482132304,752,False
ensemble__final-cnn_neutral_cw0.5_k8_b2__ens,ensemble,final-cnn_neutral_cw0.5_k8_b2,cnn_transformer,8,True,sharpe_costs,2,2.068245411976731e-19,1.1146732745182566,-0.26848407094241034,0.04322654322184655,-0.010412041850947757,0.32477936168963956,731,0.8526220034636078,-0.762945672467367,0.03269759656480347,-0.029256023834764156,0.391967741986408,752,False
ensemble__final-cnn_neutral_cw0.5_k8_b3__ens,ensemble,final-cnn_neutral_cw0.5_k8_b3,cnn_transformer,8,True,sharpe_costs,3,3.2139103056045384e-19,1.0681936405809338,-0.1378966976751733,0.04143128648454705,-0.005347471307553863,0.27026170848039127,731,1.0119298130708214,-0.35252178859604905,0.040463171233782194,-0.014087537259777884,0.33315140925462755,752,False
ensemble__final-cnn_neutral_cw0.5_k8_b5__ens,ensemble,final-cnn_neutral_cw0.5_k8_b5,cnn_transformer,8,True,sharpe_costs,5,6.155844785974045e-19,1.1363106411798813,0.10331523774489479,0.0430783292802241,0.0039149307660420974,0.20973955548888118,731,1.2487300657138878,0.07013291173378206,0.04858388195712705,0.0027263306862039278,0.26415407928417906,752,False
ensemble__final-cnn_neutral_cw0_b10__ens,ensemble,final-cnn_neutral_cw0_b10,cnn_transformer,5,True,sharpe,10,1.0829730322950181e-18,0.32046575786221154,-0.7771414708011946,0.014429704054216525,-0.035035482755723976,0.2916117803660205,731,0.17935616244169755,-0.8466556122111115,0.008463478436465416,-0.0399522491180709,0.28440625605474157,752,False
ensemble__final-cnn_neutral_cw0_b1__ens,ensemble,final-cnn_neutral_cw0_b1,cnn_transformer,5,True,sharpe,1,-6.969727502440321e-19,0.8436480246474736,-2.433380772343995,0.03951280906643025,-0.11395430455757861,1.1181545994689344,731,0.2343572633658794,-2.9678747979722853,0.010438462280878677,-0.13218647277658938,1.0322500137480772,752,False
ensemble__final-cnn_neutral_cw0_b20__ens,ensemble,final-cnn_neutral_cw0_b20,cnn_transformer,5,True,sharpe,20,1.6491668655243387e-19,0.22731891970080823,-0.5977832246997122,0.010259282284794917,-0.026988144813332768,0.1945126028346581,731,-0.30163045903265573,-1.0556992234474676,-0.014721007540445212,-0.0515492577144685,0.1924014391952459,752,False
ensemble__final-cnn_neutral_cw0_b2__ens,ensemble,final-cnn_neutral_cw0_b2,cnn_transformer,5,True,sharpe,2,8.862157889586426e-19,0.5654085512697049,-1.7889328078979714,0.025858066806883944,-0.0818848239432921,0.7547668312500563,731,0.678581352146027,-1.650035101493249,0.02948963455536131,-0.07162255837482563,0.7028764182653012,752,False
ensemble__final-cnn_neutral_cw0_b3__ens,ensemble,final-cnn_neutral_cw0_b3,cnn_transformer,5,True,sharpe,3,2.692422448671569e-19,0.9433752918848826,-0.9601256108329483,0.04359800852616098,-0.04437084618297036,0.5976150553639523,731,0.5173358847645867,-1.3651743871765152,0.023090225658698383,-0.06088692309517323,0.5668786817423562,752,False
ensemble__final-cnn_neutral_cw0_b5__ens,ensemble,final-cnn_neutral_cw0_b5,cnn_transformer,5,True,sharpe,5,-7.598622335591207e-19,0.7528334712960988,-0.7118858923289736,0.03499316439369335,-0.03309165757028124,0.439589093886344,731,0.41303124170731687,-1.0451711158431856,0.018777355561533794,-0.047503187721261025,0.4262918885852788,752,False
ensemble__final-cnn_neutral_cw1_b10__ens,ensemble,final-cnn_neutral_cw1_b10,cnn_transformer,5,True,sharpe_costs,10,1.4816839490110056e-18,-0.32169393856276496,-1.0272723148546838,-0.01366627576699421,-0.04364412294739014,0.13673848976809808,731,-0.15089933075801146,-0.7872816776744582,-0.0069569764148182415,-0.036307463489418504,0.13301954677667652,752,False
ensemble__final-cnn_neutral_cw1_b1__ens,ensemble,final-cnn_neutral_cw1_b1,cnn_transformer,5,True,sharpe_costs,1,1.4067395247756545e-18,-0.00952556010535581,-1.5155720897331135,-0.0004162875006975978,-0.06634092739087682,0.42242130636792363,731,-0.24361103528285022,-1.5202863582541724,-0.011314957915609129,-0.07061120509606325,0.3709439003513136,752,False
ensemble__final-cnn_neutral_cw1_b20__ens,ensemble,final-cnn_neutral_cw1_b20,cnn_transformer,5,True,sharpe_costs,20,-5.173355106574883e-20,-0.46824508829711603,-1.0217212406317313,-0.02134777379120903,-0.0465873182090803,0.09908139779804781,731,-0.2780127504898286,-0.7981683420830273,-0.013065326835114513,-0.037517828776665825,0.09410053863315751,752,False
ensemble__final-cnn_neutral_cw1_b2__ens,ensemble,final-cnn_neutral_cw1_b2,cnn_transformer,5,True,sharpe_costs,2,7.77310084181322e-19,-0.022376512365680796,-1.2472668721043783,-0.0009612420955270772,-0.05356148542855889,0.3165272654538731,731,0.00410429868955993,-1.0600972292045747,0.00018674264136825323,-0.04828423764789151,0.28494187739015686,752,False
ensemble__final-cnn_neutral_cw1_b3__ens,ensemble,final-cnn_neutral_cw1_b3,cnn_transformer,5,True,sharpe_costs,3,5.165427380810965e-19,0.023707995868256785,-1.0320119552845541,0.001011286930327659,-0.04398182889283664,0.25607053345003294,731,0.0969698058839633,-0.8303646196702611,0.00445057761412428,-0.038111244672141394,0.237981829540219,752,False
ensemble__final-cnn_neutral_cw1_b5__ens,ensemble,final-cnn_neutral_cw1_b5,cnn_transformer,5,True,sharpe_costs,5,-2.2278919886139152e-18,-0.06016797876878985,-0.9152504916626839,-0.002633760345941859,-0.04002363612039957,0.19564469657674166,731,0.09993755455266516,-0.6964294104350881,0.004542297412232433,-0.03163463850047785,0.18723653657900863,752,False
ensemble__models-cnn_transformer_b10__ens,ensemble,models-cnn_transformer_b10,cnn_transformer,5,False,sharpe,10,0.9836513645756795,0.3871221508935448,-0.32913466963421856,0.008076505906584154,-0.006874674286580461,0.11507852054146055,731,0.23392052690839335,-0.2949227380993806,0.0050200799716802495,-0.006331345706119471,0.0892057682533668,752,False
ensemble__models-cnn_transformer_b1__ens,ensemble,models-cnn_transformer_b1,cnn_transformer,5,False,sharpe,1,0.8584146847199873,0.6167242720254018,-2.4997125933735362,0.019009456060033035,-0.0774676019428239,0.7483073995751216,731,0.41160150783682004,-2.1770278788634094,0.011921272479971923,-0.0631016141784327,0.5842568704077719,752,False
ensemble__models-cnn_transformer_b3__ens,ensemble,models-cnn_transformer_b3,cnn_transformer,5,False,sharpe,3,0.9329955538365922,0.9209517029310563,-0.6701655678201931,0.024108923441807158,-0.017545597684894852,0.3214599457818037,731,0.516024141868133,-0.7640555778058735,0.013059968325227038,-0.019332751593775954,0.2519366720633095,752,False
ensemble__models-cnn_transformer_b5__ens,ensemble,models-cnn_transformer_b5,cnn_transformer,5,False,sharpe,5,0.9591384447578927,0.4591631773017189,-0.6574798340772248,0.011276850047265414,-0.01615705892580083,0.21145101637526986,731,0.38287598152719565,-0.5269071999705317,0.008937419071029754,-0.01229530724185319,0.1655633616499628,752,False
ensemble__neutral-cnn_transformer_neutral_b10__ens,ensemble,neutral-cnn_transformer_neutral_b10,cnn_transformer,5,True,sharpe,10,1.0829730322950181e-18,0.32046575786221154,-0.7771414708011946,0.014429704054216525,-0.035035482755723976,0.2916117803660205,731,0.17935616244169755,-0.8466556122111115,0.008463478436465416,-0.0399522491180709,0.28440625605474157,752,True
ensemble__neutral-cnn_transformer_neutral_b1__ens,ensemble,neutral-cnn_transformer_neutral_b1,cnn_transformer,5,True,sharpe,1,-6.969727502440321e-19,0.8436480246474736,-2.433380772343995,0.03951280906643025,-0.11395430455757861,1.1181545994689344,731,0.2343572633658794,-2.9678747979722853,0.010438462280878677,-0.13218647277658938,1.0322500137480772,752,True
ensemble__neutral-cnn_transformer_neutral_b3__ens,ensemble,neutral-cnn_transformer_neutral_b3,cnn_transformer,5,True,sharpe,3,2.692422448671569e-19,0.9433752918848826,-0.9601256108329483,0.04359800852616098,-0.04437084618297036,0.5976150553639523,731,0.5173358847645867,-1.3651743871765152,0.023090225658698383,-0.06088692309517323,0.5668786817423562,752,True
ensemble__neutral-cnn_transformer_neutral_b5__ens,ensemble,neutral-cnn_transformer_neutral_b5,cnn_transformer,5,True,sharpe,5,-7.598622335591207e-19,0.7528334712960988,-0.7118858923289736,0.03499316439369335,-0.03309165757028124,0.439589093886344,731,0.41303124170731687,-1.0451711158431856,0.018777355561533794,-0.047503187721261025,0.4262918885852788,752,True
ensemble__neutral-ou_ffn_neutral_b10__ens,ensemble,neutral-ou_ffn_neutral_b10,ou_ffn,5,True,sharpe,10,3.4852749877151185e-19,-0.08828598695378025,-0.7352033489147684,-0.004021607850000941,-0.03349652732482004,0.13274153224715202,731,0.41539988838941017,-0.20995873308615245,0.020862420379684454,-0.010544772458036781,0.14931043595511323,752,False
ensemble__neutral-ou_ffn_neutral_b1__ens,ensemble,neutral-ou_ffn_neutral_b1,ou_ffn,5,True,sharpe,1,4.513960233381258e-19,-0.44010623198635407,-1.8849119843812587,-0.02144754411647529,-0.09200704380118149,0.45925629777691157,731,0.40338699254068655,-1.005297865954086,0.021455845931055664,-0.053502021689012705,0.4947781494019645,752,False
ensemble__neutral-ou_ffn_neutral_b3__ens,ensemble,neutral-ou_ffn_neutral_b3,ou_ffn,5,True,sharpe,3,6.282254315229825e-19,-0.2797834064351674,-1.2537834907403769,-0.01309022396742224,-0.05872463567597031,0.2611671554571585,731,0.5833941343617708,-0.31263441885884063,0.03196159864976094,-0.01711839021442482,0.2894898885977095,752,False
ensemble__neutral-ou_ffn_neutral_b5__ens,ensemble,neutral-ou_ffn_neutral_b5,ou_ffn,5,True,sharpe,5,-3.183724404551005e-19,-0.273901208691357,-1.0751514882581457,-0.012794695365013731,-0.05025418812294387,0.19619796918947277,731,0.6016683859888123,-0.15727991889665346,0.03212952330185925,-0.008393886144638554,0.2216549345012427,752,False
epochs__e100__s0,epochs,e100,cnn_transformer,5,False,sharpe,1,0.6855287727128823,0.8937509525326591,-2.6703855868372695,0.03142444642038047,-0.09400682939783944,0.9667851044033452,731,0.3968752540006491,-2.8582949594422558,0.014390932602609296,-0.10360741318346624,0.9022701939533685,752,False
epochs__e100__s1,epochs,e100,cnn_transformer,5,False,sharpe,1,0.6584527140689238,0.26055616975364027,-3.063739967455757,0.009966607371942156,-0.1176447291569135,0.9652056940059895,731,0.05590526451101362,-3.150436846843172,0.0018669522057872963,-0.10553182342499098,0.8314110775366278,752,False
epochs__e100__s2,epochs,e100,cnn_transformer,5,False,sharpe,1,0.6892093638323716,0.03134598156071111,-3.257698562748283,0.001180905439133438,-0.12346686339285991,0.9553592998027854,731,0.5872388935868653,-2.6208548448016136,0.020661409209824958,-0.09236814884192562,0.8691032804837618,752,False
epochs__e10__s0,epochs,e10,cnn_transformer,5,False,sharpe,1,0.6954268626219409,-0.2538537020393836,-2.460865629402687,-0.007109819555283795,-0.06975304673772126,0.47130444735445703,731,-0.3121995839081119,-2.9663726596920403,-0.011224633303834329,-0.10697238402523422,0.7244331418376861,752,False
epochs__e10__s1,epochs,e10,cnn_transformer,5,False,sharpe,1,0.4495209262495651,-0.004842264999495825,-2.7565796079670077,-0.00015385742192914212,-0.08845977101166486,0.6319701118771724,731,-0.12296501581118657,-2.6509143379061912,-0.00461948164030339,-0.099936628423649,0.714582222542305,752,False
epochs__e10__s2,epochs,e10,cnn_transformer,5,False,sharpe,1,0.7262701368328237,0.2566198317914555,-2.0423108131528602,0.006717454858005816,-0.054119592487702456,0.4554518940492473,731,0.20173117340618021,-2.349544261128439,0.007057963598933972,-0.08221686483641467,0.6811750061956894,752,False
epochs__e30__s0,epochs,e30,cnn_transformer,5,False,sharpe,1,0.8738251866547478,0.8767318309718467,-2.4353128637353576,0.02291859179620906,-0.06375702784316356,0.6760042270134258,731,0.4070451743420547,-2.2735455773627895,0.011655990830508278,-0.06502085483686539,0.5948801544002211,752,True
epochs__e30__s1,epochs,e30,cnn_transformer,5,False,sharpe,1,0.6994543399479851,0.4514147791260432,-2.6197720364975394,0.015524399287475905,-0.09073633697171345,0.8016668645850674,731,0.1702387345485796,-2.580911112620142,0.005473474252507397,-0.08330336789575,0.6855324122688665,752,True
epochs__e30__s2,epochs,e30,cnn_transformer,5,False,sharpe,1,0.7054644477477393,0.44327960589115917,-2.637744534695687,0.015524725827156567,-0.09311492731913253,0.8249933419528557,731,0.602569558433183,-2.2452214328024698,0.019046599986091105,-0.07084294301309113,0.691924286504815,752,True
factors__cnn_transformer_k0__s0,factors,cnn_transformer_k0,cnn_transformer,0,False,sharpe,1,0.6467467688285001,0.9345035040787625,0.3832818259851321,0.20187440995888653,0.08284341588883741,0.9125342102429161,731,0.7376965788388677,-0.10820625824785168,0.08590457849653682,-0.01261565569685073,0.7424653667441509,752,False
factors__cnn_transformer_k0__s1,factors,cnn_transformer_k0,cnn_transformer,0,False,sharpe,1,0.605180038974846,1.0120899413600986,0.5756443733079918,0.2276616450299065,0.12963233437088992,0.7512728207123514,731,0.3488992754378043,-0.9615864273459113,0.03358632868127597,-0.09262637067658845,0.9490589553233915,752,False
factors__cnn_transformer_k0__s2,factors,cnn_transformer_k0,cnn_transformer,0,False,sharpe,1,0.566560206201319,0.5467499937282834,0.0737262553455458,0.11747866219657811,0.01584551144371957,0.7707011715691694,731,1.3767242626023402,0.14917707189307441,0.13644048048348745,0.01480708680343053,0.9149730222949451,752,False
factors__cnn_transformer_k10__s0,factors,cnn_transformer_k10,cnn_transformer,10,False,sharpe,1,0.6898269505233591,0.3416306081312415,-2.8159974908597603,0.009723578065037606,-0.08051566258097617,0.6804616904088331,731,-0.494307541565575,-3.8510255898035455,-0.014059037413590294,-0.1103598851807279,0.7378280554549662,752,False
factors__cnn_transformer_k10__s1,factors,cnn_transformer_k10,cnn_transformer,10,False,sharpe,1,0.7290518839471191,-0.058199726499346176,-3.324503473943374,-0.0015696211420953518,-0.09051097526716091,0.6656817920204448,731,0.2615411607421505,-2.9024020412417175,0.007398472656631514,-0.08194979474625505,0.6945673977827994,752,False
factors__cnn_transformer_k10__s2,factors,cnn_transformer_k10,cnn_transformer,10,False,sharpe,1,0.7750862698390028,-0.6075876473219123,-3.3723274278684228,-0.016676413672870812,-0.09333238743970151,0.5892558494885995,731,-0.33403230884250146,-3.246589846337869,-0.0089283916642798,-0.08711862301656678,0.5944604735128195,752,False
factors__cnn_transformer_k15__s0,factors,cnn_transformer_k15,cnn_transformer,15,False,sharpe,1,0.5947373732142095,-0.46343108979770525,-4.320877023327161,-0.012581589035465007,-0.11785362691393703,0.8022341023153657,731,-0.07408131325049898,-3.476178410259272,-0.002223992114440525,-0.10461991265210559,0.7643276556043721,752,False
