suite,variant,sharpe_mean,sharpe_std,sharpe_count,mean_return_mean,mean_return_std,mean_return_count,volatility_mean,volatility_std,volatility_count,turnover_mean,turnover_std,turnover_count,net_sharpe_mean,net_sharpe_std,net_sharpe_count
lookback,l10,0.1096551871632729,0.16494728211683088,3,0.0034441736742674,0.0053471212962338515,3,0.0325063802558381,0.0011283395232008255,3,0.8277770386645944,0.018032557341649543,3,-3.1823896560977842,0.06466279719571325,3
lookback,l20,-0.10410698231243799,0.32241319482946174,3,-0.0032501954856318,0.010094940402235006,3,0.031234423630334334,0.0018576679256613307,3,0.7447465113578543,0.02361155764115661,3,-3.1981860155644437,0.4277305010508746,3
lookback,l30,0.4866120289156939,0.15943077148157478,3,0.014981973925330433,0.0039443895604593365,3,0.03134921850358564,0.003388559348460626,3,0.7115633213468668,0.06686880273097479,3,-2.4639439724058296,0.12685003688946767,3
lookback,l60,0.33026728838437963,0.258656083493865,3,0.009393558156177,0.007100144864574849,3,0.02899019077836393,0.0013476110444947673,3,0.5645401327074576,0.032230463127379406,3,-2.187777699690495,0.2831580344782094,3
models,cnn_transformer,0.4866120289156939,0.15943077148157478,3,0.014981973925330433,0.0039443895604593365,3,0.03134921850358564,0.003388559348460626,3,0.7115633213468668,0.06686880273097479,3,-2.4639439724058296,0.12685003688946767,3
models,fourier_ffn,-0.057920506421083394,0.487634009061794,3,-0.0028379494996708665,0.009525423964789163,3,0.02120248059567507,0.004967367841026442,3,0.17568534891054174,0.03346231686617663,3,-1.3794840924297551,0.546819545103095,3
models,ou_ffn,0.4069904458264319,0.5198960710416443,3,0.013722181370727234,0.017096288100492966,3,0.0301454500256963,0.004449299272442249,3,0.18323870625407776,0.05330530001349313,3,-0.6168047323368594,0.3904667231706167,3
models,ou_threshold,-0.2602088986919144,,1,-0.0224105700824699,,1,0.0861253023825443,,1,1.0572976421931817,,1,-1.9496139759596616,,1
models,raw_ffn,-0.11273752484276937,0.34455800027559996,3,-0.0026536156780402665,0.005287099205371841,3,0.0171635706984824,0.006155851305255185,3,0.03804985158422194,0.014739000335098255,3,-0.8244871731594209,0.6309867977246265,3
models,reversal,0.0377621233305202,,1,0.0024481223376326,,1,0.0648301028044695,,1,0.2446263583778428,,1,-0.6354972410899541,,1
neutral,cnn_transformer_neutral,0.4319686385362335,0.15682643146030603,3,0.01960332677238533,0.007335214627894412,3,0.04526489902722223,0.0004814595883303407,3,1.1017853845484316,0.007247862304955499,3,-2.912404939096433,0.2105200918814776,3
neutral,cnn_transformer_neutral_costs,-0.04177686229126929,0.11430945409649011,3,-0.0017623326430195336,0.0049916287883762815,3,0.04331698362085423,0.0012643817110636986,3,0.2563697932838289,0.013875649382313827,3,-1.079359956549271,0.14298414249489644,3
neutral,fourier_ffn_neutral,0.11301812511935849,0.17451957002664809,3,0.0057147476037829005,0.00890660620916223,3,0.04622475353998003,0.004220390616936474,3,0.6517892223982495,0.020497723105828754,3,-1.9441793905116382,0.3326489850193852,3
neutral,ou_ffn_neutral,0.10048241395010883,0.0621726973829022,3,0.005370120433779234,0.0032584464810281395,3,0.05427478743498696,0.0024471953496516623,3,0.46726413755639457,0.026123937828961327,3,-1.2167347721447865,0.05216467497636108,3
neutral,raw_ffn_neutral,-0.10291187091564076,0.16216091141901598,3,-0.006444031684576801,0.01028602114931193,3,0.0607505172420571,0.002691453952411758,3,0.29918961213558287,0.032951745992907566,3,-0.9033407868135027,0.21926252475728075,3
neutral,reversal_neutral,0.0483591516141859,,1,0.0031213309664086,,1,0.0645447834013074,,1,0.2446843916780538,,1,-0.6255752662037202,,1
objective,mean_variance,0.24132585114301952,0.09314673230942783,3,0.012047803176604433,0.005123176976891823,3,0.049501950553592695,0.00202309109899602,3,1.141559054465477,0.014727635661889877,3,-2.8669715055089138,0.1952787593563315,3
objective,sharpe,0.4866120289156939,0.15943077148157478,3,0.014981973925330433,0.0039443895604593365,3,0.03134921850358564,0.003388559348460626,3,0.7115633213468668,0.06686880273097479,3,-2.4639439724058296,0.12685003688946767,3
objective,sharpe_costs,0.22051145359021182,0.11895902194086028,3,0.005888349282779333,0.0027681637143335018,3,0.0272997924134788,0.0016601278487062608,3,0.13820102839154444,0.01583134222162041,3,-0.4339448747725659,0.14123061430211367,3
protocol,constant_w1000,0.22194835655387202,0.12447707197823533,3,0.0063941400840559,0.00337298443798918,3,0.0291436169331724,0.0009443488853433292,3,0.6614017356281132,0.031204184661293637,3,-2.712084727235899,0.1765768493226614,3
protocol,fixed_602020,-0.5303378874247935,0.6128871107793927,3,-0.014687556138044297,0.016274137892663413,3,0.02451113230971193,0.004219022023248518,3,0.4195085138634738,0.1615560152300713,3,-2.664195407460783,1.12168532259461,3
protocol,rolling_w1000,0.4866120289156939,0.15943077148157478,3,0.014981973925330433,0.0039443895604593365,3,0.03134921850358564,0.003388559348460626,3,0.7115633213468668,0.06686880273097479,3,-2.4639439724058296,0.12685003688946767,3
protocol,rolling_w500,0.13465002582509303,0.38119171348235464,3,0.004906812164970333,0.012972805152005343,3,0.0321392425648603,0.00234106545477017,3,0.659948901246215,0.007915519941999865,3,-2.581614172180858,0.5798429155598139,3
protocol,rolling_w750,0.4205434766431651,0.23802632022871617,3,0.0142511411416261,0.00845460804045194,3,0.03341228352525883,0.0012935144281213617,3,0.7183258971488579,0.023399549674395566,3,-2.3811135730516773,0.2743806691020073,3
