run_name,model,lookback,seed,annualized_sharpe,annualized_return,annualized_volatility,max_drawdown,sortino_ratio,calmar_ratio,daily_turnover,net_sharpe_5bps,net_sharpe_10bps,breakeven_cost_bps,win_rate,cvar_95,hac_t_stat
epochs__e30__s0,cnn_transformer,30,0,0.6269635130961626,0.017207549364511836,0.027445854511588735,-0.053541319845203494,0.9072634748943023,0.32138821781498983,0.3173992367751013,-2.2873056576287945,-5.201574828353752,1.0756788003563145,0.5313553607552259,0.003917296603658884,1.5537467976680404
lookback__l30__s0,cnn_transformer,30,0,0.6269635130961626,0.017207549364511836,0.027445854511588735,-0.053541319845203494,0.9072634748943023,0.32138821781498983,0.3173992367751013,-2.2873056576287945,-5.201574828353752,1.0756788003563145,0.5313553607552259,0.003917296603658884,1.5537467976680404
protocol__rolling_w1000__s0,cnn_transformer,30,0,0.6269635130961626,0.017207549364511836,0.027445854511588735,-0.053541319845203494,0.9072634748943023,0.32138821781498983,0.3173992367751013,-2.2873056576287945,-5.201574828353752,1.0756788003563145,0.5313553607552259,0.003917296603658884,1.5537467976680404
architecture__d8_h4_drop25__s0,cnn_transformer,30,0,0.6269635130961626,0.017207549364511836,0.027445854511588735,-0.053541319845203494,0.9072634748943023,0.32138821781498983,0.3173992367751013,-2.2873056576287945,-5.201574828353752,1.0756788003563145,0.5313553607552259,0.003917296603658884,1.5537467976680404
objective__sharpe__s0,cnn_transformer,30,0,0.6269635130961626,0.017207549364511836,0.027445854511588735,-0.053541319845203494,0.9072634748943023,0.32138821781498983,0.3173992367751013,-2.2873056576287945,-5.201574828353752,1.0756788003563145,0.5313553607552259,0.003917296603658884,1.5537467976680404
factors__cnn_transformer_k5__s0,cnn_transformer,30,0,0.6269635130961626,0.017207549364511836,0.027445854511588735,-0.053541319845203494,0.9072634748943023,0.32138821781498983,0.3173992367751013,-2.2873056576287945,-5.201574828353752,1.0756788003563145,0.5313553607552259,0.003917296603658884,1.5537467976680404
factors__fourier_ffn_k1__s2,fourier_ffn,30,2,0.6221346413709239,0.023049839858447836,0.03704960040105733,-0.061714232036374606,0.9230917317362942,0.3734931003413061,0.11445588236060439,-0.1563591087006474,-0.9348528587722187,3.995758741246976,0.5246122724207687,0.0051636206112121285,1.485706584257389
ensemble__final-cnn_neutral_cw0_b2__ens,cnn_transformer,30,-1,0.6209384996420869,0.027699563062349202,0.04460918928092785,-0.05362063031549558,0.8994269003978983,0.5165840628759713,0.3641170828296227,-1.4359808560363807,-3.4929002117148484,1.5093895099190033,0.5111260957518543,0.006368736996371736,1.5257666753890935
full_bench__pca5_ou_threshold__s0,ou_threshold,30,0,0.6158914598489788,0.022756144164202137,0.03694830282235464,-0.0838732631397282,0.9258921905089534,0.2713158319152554,0.48620947723446245,-2.7002226483463785,-6.016336756541736,0.9286342986914727,0.5135753072306374,0.004912519346249363,2.3070382876801427
ensemble__final-cnn_neutral_cw0.5_k7_b3__ens,cnn_transformer,30,-1,0.6140952224416462,0.024946356828940152,0.04062294562356844,-0.07794569235570958,0.8980522246558024,0.3200479215079102,0.15038221833336732,-0.3187844207820114,-1.2516640640056687,3.291395770624705,0.5232636547538773,0.005492229557661365,1.4372543282400614
final__cnn_neutral_cw0.5_k8__s1,cnn_transformer,30,1,0.6071101707665159,0.024252991060394,0.03994825359254488,-0.08388658377137581,0.8812610947901891,0.28911644711260914,0.20412010170683598,-0.6805122158031451,-1.9681346023728061,2.3574853043053663,0.5171948752528658,0.005575420369918161,1.4051649177235954
final__cnn_neutral_cw0__s2,cnn_transformer,30,2,0.6060762712040808,0.02776450999203969,0.04581025740684492,-0.07924499147187258,0.8651375809105467,0.3503629627103342,0.5480188063982545,-2.4085485536659337,-5.423173378535949,1.005226697206366,0.519217801753203,0.006656359312984381,1.5495557308550862
neutral__cnn_transformer_neutral__s2,cnn_transformer,30,2,0.6060762712040808,0.02776450999203969,0.04581025740684492,-0.07924499147187258,0.8651375809105467,0.3503629627103342,0.5480188063982545,-2.4085485536659337,-5.423173378535949,1.005226697206366,0.519217801753203,0.006656359312984381,1.5495557308550862
factors__cnn_transformer_k8__s2,cnn_transformer,30,2,0.5960808733602931,0.021301922512106913,0.03573663149434968,-0.05751871488417504,0.8593942782762569,0.37034767822965226,0.3622361824517169,-1.9582594256761596,-4.512599724712612,1.1668000414532602,0.523937963587323,0.00511462662622653,1.5135566902774726
architecture__d16_h4_ff32_drop50__s2,cnn_transformer,30,2,0.5889511196665577,0.02047635683845942,0.03476749793777857,-0.0665132445728881,0.8680933858412527,0.3078538262559251,0.44746058380638487,-2.6543097937592317,-5.897570707185022,0.9079613626343442,0.5198921105866486,0.004763475761014779,1.5287741053314758
ensemble__neutral-cnn_transformer_neutral_b5__ens,cnn_transformer,30,-1,0.5821424187630883,0.02677044811467515,0.04598608047074782,-0.055967390650853654,0.8343732916070733,0.4783222480690553,0.21635598987942176,-0.6034708992559601,-1.7890842172750085,2.4550264825624004,0.5212407282535402,0.00652511214615333,1.4480992808635107
ensemble__final-cnn_neutral_cw0_b5__ens,cnn_transformer,30,-1,0.5821424187630883,0.02677044811467515,0.04598608047074782,-0.055967390650853654,0.8343732916070733,0.4783222480690553,0.21635598987942176,-0.6034708992559601,-1.7890842172750085,2.4550264825624004,0.5212407282535402,0.00652511214615333,1.4480992808635107
ensemble__final-cnn_neutral_cw0.25_b2__ens,cnn_transformer,30,-1,0.5795133981563497,0.026276509395617268,0.04534236737099218,-0.055141302476736764,0.8375684368612514,0.47653044479141016,0.2958168057664446,-1.0645523923042253,-2.7086181827648,1.7624398047781367,0.5212407282535402,0.006409138784233613,1.4315589836816935
lookback__l60__s2,cnn_transformer,60,2,0.5703335804185966,0.015652765690299483,0.027444930875034797,-0.06413515762194133,0.8440832611913522,0.24405905077163276,0.2638108711303995,-1.8519840354488324,-4.274301651316262,1.177247724828936,0.5216792842395045,0.003858407164979599,1.4242917188282904
ensemble__final-cnn_neutral_cw0.25_b5__ens,cnn_transformer,30,-1,0.5579394711701247,0.025530456651776483,0.0457584701764035,-0.06419129847645244,0.8041764480277129,0.39772457105135695,0.17353114726641583,-0.3977272926564157,-1.3533940564829559,2.9191109929161154,0.5124747134187457,0.006466101121490412,1.3689956910431416
ensemble__final-cnn_neutral_cw0.5_k7_b1__ens,cnn_transformer,30,-1,0.5559526483383674,0.02206133228798941,0.039682034709118436,-0.07063386168818508,0.8071069190900675,0.31233365641794064,0.24626234356763543,-1.0079316391975226,-2.571815926733412,1.7774737324535235,0.5158462575859744,0.0053974702794823025,1.3691225279340047
protocol__rolling_w500__s2,cnn_transformer,30,2,0.5556580370823233,0.019363893924834535,0.034848580660349,-0.055514094821327076,0.8167487847999414,0.34881040548634734,0.33224817599156514,-1.8469230369049787,-4.249504110892281,1.1563772875313594,0.5151719487525287,0.004955406046159588,1.364824977909303
ensemble__final-cnn_neutral_cw0.5_k6_b1__ens,cnn_transformer,30,-1,0.5536344065106117,0.024254664603569235,0.04380989389087823,-0.060916372480167014,0.8195983167411883,0.39816331170189506,0.2609744010631148,-0.9475230542153583,-2.448680514941328,1.8440250972835,0.4996628455832771,0.005896438163917463,1.416769237966678
architecture__d8_h2__s2,cnn_transformer,30,2,0.5455462741974427,0.01753427764801787,0.032140770595148284,-0.08022212483658553,0.7815773947245791,0.21857159335701326,0.36257211186203897,-2.2972036193917926,-5.1399535129810285,0.9595396968050536,0.5205664194200944,0.004541203406382488,1.3806051665334191
